batch;screenshot_id;side;slot;metric;v1_value;v2_value;validated_value;truth_label;calibrated;predicted_value;predicted_label;calibration_rule;correct
hero_batch_003;32934;R;1;healing;627625;27625;627625;V1;1;627625;V1;V1_STRONG_ATTEMPT;1
hero_batch_003;33446;L;1;power;208399;208390;208399;V1;1;208399;V1;V1_DUAL_CONFIDENCE;1
hero_batch_003;35428;L;1;damage_dealt;3423659;423659;3423659;V1;1;3423659;V1;V1_STRONG_ATTEMPT;1
hero_batch_003;35428;R;2;damage_taken;1384935;138493;1384935;V1;1;1384935;V1;V1_DUAL_CONFIDENCE;1
hero_batch_003;35428;R;4;damage_taken;1263661;1263663;1263661;V1;0;;;;0
hero_batch_003;35428;R;5;healing;1928674;1928672;1928674;V1;1;1928674;V1;V1_STRONG_ATTEMPT;1
hero_batch_003;35885;L;5;power;188262;18826;188262;V1;1;188262;V1;V1_STRONG_ATTEMPT;1
hero_batch_003;36322;L;1;power;192842;19284;192842;V1;1;192842;V1;V1_STRONG_ATTEMPT;1
hero_batch_003;36322;L;4;power;171389;171380;171389;V1;1;171389;V1;V1_DUAL_CONFIDENCE;1
hero_batch_003;36322;R;4;damage_dealt;60541;541;60541;V1;1;60541;V1;V1_STRONG_ATTEMPT;1
hero_batch_003;37606;R;2;damage_dealt;39154;391542;39154;V1;1;39154;V1;V1_DAMAGE_ORIGINAL_HIGH;1
hero_batch_003;37606;R;3;damage_dealt;6725;725;6725;V1;1;6725;V1;V1_STRONG_ATTEMPT;1
hero_batch_003;37982;L;1;power;97995;97990;272285;NEITHER;0;;;;0
hero_batch_003;37982;L;2;damage_dealt;14864332;1486433;1486433;V2;1;1486433;V2;V2_V1_TRAILING_NOISE;1
hero_batch_003;37982;L;2;healing;817383;81738;817383;V1;1;817383;V1;V1_STRONG_ATTEMPT;1
hero_batch_003;37982;R;4;healing;626193;26193;626193;V1;1;626193;V1;V1_V2_LOST_LEADING_DIGITS;1
hero_batch_003;37982;L;5;healing;2039055;203905;2039055;V1;0;;;;0
hero_batch_003;37982;R;5;healing;108919;8919;708919;NEITHER;0;;;;0
hero_batch_003;6900;L;5;power;143492;14349;143492;V1;1;143492;V1;V1_ORIGINAL_VERY_HIGH;1
hero_batch_004;22471;L;1;damage_dealt;5366934;366934;5366934;V1;1;5366934;V1;V1_V2_LOST_LEADING_DIGITS;1
hero_batch_004;22471;R;1;damage_dealt;1647385;164738;1647385;V1;0;;;;0
hero_batch_004;22471;R;2;damage_taken;1123967;1123963;1123967;V1;1;1123967;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;22471;R;3;damage_taken;2592574;259257;2592574;V1;0;;;;0
hero_batch_004;22471;L;5;damage_taken;1620599;620599;1620599;V1;1;1620599;V1;V1_DUAL_CONFIDENCE;1
hero_batch_004;22483;R;1;damage_dealt;1390163;13901633;1390163;V1;1;1390163;V1;V1_ORIGINAL_VERY_HIGH;1
hero_batch_004;22680;R;5;healing;0;4;0;V1;1;0;V1;V1_ORIGINAL_VERY_HIGH;1
hero_batch_004;23467;L;1;power;129842;120842;129842;V1;0;;;;0
hero_batch_004;24069;L;4;power;97439;97430;97439;V1;1;97439;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;24797;L;2;power;104542;10454;104542;V1;1;104542;V1;V1_DUAL_CONFIDENCE;1
hero_batch_004;24797;R;5;healing;0;1;0;V1;1;0;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;24890;R;1;damage_taken;1160777;11607776;1160777;V1;1;1160777;V1;V1_ORIGINAL_VERY_HIGH;1
hero_batch_004;25092;R;4;damage_taken;690519;90519;690519;V1;1;690519;V1;V1_DUAL_CONFIDENCE;1
hero_batch_004;25191;R;4;damage_taken;663482;63482;663482;V1;1;663482;V1;V1_V2_LOST_LEADING_DIGITS;1
hero_batch_004;25444;L;1;power;171669;171660;171669;V1;0;;;;0
hero_batch_004;25447;R;4;power;82460;2460;82460;V1;1;82460;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;25447;R;5;damage_dealt;800;0;800;V1;1;800;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;25452;R;5;healing;0;5;0;V1;1;0;V1;V1_V2_LOW_CONFIDENCE;1
hero_batch_004;25511;L;2;healing;3054304;305436;3054364;NEITHER;0;;;;0
hero_batch_004;25571;L;5;damage_dealt;3342;334;3342;V1;0;;;;0
hero_batch_004;26280;R;2;damage_dealt;825131;25131;825131;V1;1;825131;V1;V1_V2_LOST_LEADING_DIGITS;1
hero_batch_004;26280;R;2;damage_taken;868067;68067;868067;V1;1;868067;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;26285;R;2;damage_dealt;809251;9251;809251;V1;1;809251;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;26285;R;3;damage_dealt;688608;88608;688608;V1;1;688608;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;26285;R;4;healing;0;1;0;V1;1;0;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;26285;R;5;damage_dealt;0;1;0;V1;1;0;V1;V1_V2_LOW_CONFIDENCE;1
hero_batch_004;26285;R;5;damage_taken;12132117;213211;1213211;NEITHER;0;;;;0
hero_batch_004;26285;R;5;healing;845684;45684;845684;V1;1;845684;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;26750;L;2;power;137099;137090;137099;V1;0;;;;0
hero_batch_004;26750;L;2;damage_dealt;149870;14987;149870;V1;1;149870;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;26750;R;2;power;113929;113920;113929;V1;1;113929;V1;V1_V2_LOW_CONFIDENCE;1
hero_batch_004;26750;R;3;damage_dealt;4601743;4601733;46017;NEITHER;0;;;;0
hero_batch_004;26750;R;3;damage_taken;602587;60258733;602587;V1;0;;;;0
hero_batch_004;26750;L;4;healing;30;3;0;NEITHER;0;;;;0
hero_batch_004;26750;R;4;damage_dealt;177863;177864;17786;NEITHER;0;;;;0
hero_batch_004;26750;L;5;damage_dealt;0;4;0;V1;0;;;;0
hero_batch_004;26750;R;5;power;190647;120647;139647;NEITHER;0;;;;0
hero_batch_004;26750;R;5;damage_dealt;41;310;0;NEITHER;0;;;;0
hero_batch_004;26750;R;5;healing;44;40;0;NEITHER;0;;;;0
hero_batch_004;26868;L;5;damage_dealt;10770;10716;10776;NEITHER;0;;;;0
hero_batch_004;27590;L;1;damage_taken;26520;36590;65349;NEITHER;0;;;;0
hero_batch_004;27590;L;1;healing;30;3;0;NEITHER;0;;;;0
hero_batch_004;27590;R;1;damage_dealt;979992;30799993;872223;NEITHER;0;;;;0
hero_batch_004;27590;R;1;healing;160761888;160961;160761;NEITHER;0;;;;0
hero_batch_004;27590;L;2;damage_taken;406229;4063293;496332;NEITHER;0;;;;0
hero_batch_004;27590;L;2;healing;10;30;0;NEITHER;0;;;;0
hero_batch_004;27590;R;2;damage_dealt;943656;243656;243656;V2;0;;;;0
hero_batch_004;27590;R;2;damage_taken;4730611;4730613;473061;NEITHER;0;;;;0
hero_batch_004;27590;R;2;healing;0;3;0;V1;1;0;V1;V1_V2_LOW_CONFIDENCE;1
hero_batch_004;27713;L;1;power;180642;18064;180642;V1;1;180642;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;27762;L;5;power;158552;158553;158553;V2;0;;;;0
hero_batch_004;27762;L;5;damage_dealt;84232;284233;84232;V1;1;84232;V1;V1_V2_LOW_CONFIDENCE;1
hero_batch_004;27762;R;5;damage_dealt;127532;327532;27532;NEITHER;0;;;;0
hero_batch_004;28256;R;5;damage_taken;690994;90994;690994;V1;1;690994;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;28346;L;1;power;109016;1001;183915;NEITHER;0;;;;0
hero_batch_004;28346;L;1;damage_dealt;1367704;1367794;2436772;NEITHER;0;;;;0
hero_batch_004;28346;R;2;power;194971;124971;124271;NEITHER;0;;;;0
hero_batch_004;28351;R;3;damage_taken;2761551;27615517;2761551;V1;0;;;;0
hero_batch_004;28444;R;3;damage_taken;2215114;22151145;2215114;V1;0;;;;0
hero_batch_004;28471;L;2;damage_dealt;1266415;126641;1266415;V1;0;;;;0
hero_batch_004;28471;L;4;power;176399;176300;176399;V1;0;;;;0
hero_batch_004;28474;L;4;power;176399;176300;176399;V1;0;;;;0
hero_batch_004;28475;L;1;damage_dealt;3461432;346143;3461432;V1;0;;;;0
hero_batch_004;28475;L;3;power;218472;21847;218472;V1;0;;;;0
hero_batch_004;28477;R;1;damage_dealt;840412;40412;840412;V1;1;840412;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;28477;R;3;damage_taken;650799;50799;650799;V1;1;650799;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;28477;R;4;damage_dealt;68872;8872;68872;V1;1;68872;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;28477;R;4;damage_taken;686504;86504;686504;V1;1;686504;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;29799;L;1;power;194057;194957;194957;V2;0;;;;0
hero_batch_004;29799;R;3;damage_taken;650026;50026;650026;V1;1;650026;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;29802;R;1;power;90065;204065;204965;NEITHER;0;;;;0
hero_batch_004;29802;R;1;damage_dealt;21231671;91931673;2423467;NEITHER;0;;;;0
hero_batch_004;29802;L;2;damage_taken;1431210;14312160;1431210;V1;0;;;;0
hero_batch_004;29808;R;1;damage_taken;628342;28342;628342;V1;1;628342;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;29808;R;2;healing;6;5;6;V1;1;6;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;29808;R;3;damage_taken;648226;48226;648226;V1;1;648226;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;29829;R;4;damage_dealt;6473;473;6473;V1;1;6473;V1;V1_V2_LOST_LEADING_DIGITS;1
hero_batch_004;29874;L;4;power;141697;141607;141697;V1;1;141697;V1;V1_THREE_V2_VOTES_OVERRIDDEN;1
hero_batch_004;29959;L;1;damage_taken;30076;340076;8076;NEITHER;0;;;;0
hero_batch_004;29959;R;1;damage_dealt;574400;4640000;295115;NEITHER;0;;;;0
hero_batch_004;29959;R;1;damage_taken;401074911;;496187;NEITHER;0;;;;0
hero_batch_004;29959;R;1;healing;1106744;11067;11067;V2;0;;;;0
hero_batch_004;29959;L;2;damage_dealt;1445213;1445311;144531;NEITHER;0;;;;0
hero_batch_004;29959;L;2;damage_taken;300280;200380;399389;NEITHER;0;;;;0
hero_batch_004;29959;R;2;damage_dealt;21479635;17963;147263;NEITHER;0;;;;0
hero_batch_004;29959;R;2;damage_taken;6006141;6006143;609614;NEITHER;0;;;;0
hero_batch_004;29959;R;2;healing;1236451;1236453;123645;NEITHER;0;;;;0
hero_batch_004;29959;L;5;damage_taken;28887;228887;28887;V1;1;28887;V1;V1_ORIGINAL_VERY_HIGH;1
hero_batch_004;30115;L;3;power;179612;17961;179612;V1;1;179612;V1;V1_DUAL_CONFIDENCE;1
hero_batch_004;30226;R;5;power;88285;38285;88285;V1;1;88285;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;30853;L;5;power;164339;16433;164339;V1;1;164339;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;30946;R;4;healing;1;0;0;V2;0;;;;0
hero_batch_004;31186;R;2;healing;23912681;2391268;2391268;V2;0;;;;0
hero_batch_004;31243;L;1;power;148439;148430;148439;V1;1;148439;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;31246;L;2;power;185396;185306;185396;V1;0;;;;0
hero_batch_004;31364;L;2;power;184892;184802;184892;V1;1;184892;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;31364;R;3;damage_taken;1332397;332397;1332397;V1;1;1332397;V1;V1_DUAL_CONFIDENCE;1
hero_batch_004;31478;L;1;damage_dealt;2073915;73915;2073915;V1;1;2073915;V1;V1_DUAL_CONFIDENCE;1
hero_batch_004;31478;L;1;damage_taken;2724780;724780;2724780;V1;1;2724780;V1;V1_V2_LOST_LEADING_DIGITS;1
hero_batch_004;31478;L;2;damage_dealt;1014206;14206;1014206;V1;1;1014206;V1;V1_DUAL_CONFIDENCE;1
hero_batch_004;31478;L;3;healing;4682559;682559;4682559;V1;1;4682559;V1;V1_V2_LOST_LEADING_DIGITS;1
hero_batch_004;31478;R;3;damage_taken;2199514;219951;2199514;V1;1;2199514;V1;V1_CENTER_VARIANT_SUPPORTED;1
hero_batch_004;31478;L;5;healing;4981637;981637;4981637;V1;1;4981637;V1;V1_DUAL_CONFIDENCE;1
hero_batch_004;31478;R;5;damage_taken;1288054;128805;1288054;V1;1;1288054;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;32588;R;1;damage_taken;10534553;1053455;1053455;V2;1;1053455;V2;V2_V1_TRAILING_NOISE;1
hero_batch_004;32588;L;2;damage_dealt;19461413;1946141;1946141;V2;1;1946141;V2;V2_V1_TRAILING_NOISE;1
hero_batch_004;32588;L;5;healing;109100;910910;5189168;NEITHER;0;;;;0
hero_batch_004;32588;R;5;damage_taken;882810;882870;882870;V2;0;;;;0
hero_batch_004;32588;R;5;healing;17037;90007;1500657;NEITHER;0;;;;0
hero_batch_004;32594;R;4;healing;1;0;0;V2;0;;;;0
hero_batch_004;32624;L;3;power;167099;167090;167099;V1;1;167099;V1;V1_DUAL_CONFIDENCE;1
hero_batch_004;32646;R;5;healing;0;3;0;V1;1;0;V1;V1_V2_LOW_CONFIDENCE;1
hero_batch_004;32676;L;5;power;181879;18187;181879;V1;1;181879;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;32834;L;3;power;115832;115837;115832;V1;1;115832;V1;V1_DUAL_CONFIDENCE;1
hero_batch_004;33130;R;1;healing;642753;42753;642753;V1;0;;;;0
hero_batch_004;33130;R;2;healing;0;1;0;V1;1;0;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;33274;L;1;power;212029;21202;212029;V1;1;212029;V1;V1_DUAL_CONFIDENCE;1
hero_batch_004;33274;R;1;damage_taken;649742;49742;649742;V1;1;649742;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;33274;R;2;healing;0;1;0;V1;1;0;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;33274;L;3;power;170392;17039;170392;V1;1;170392;V1;V1_DUAL_CONFIDENCE;1
hero_batch_004;33315;L;1;damage_dealt;2690482;269048;2690482;V1;0;;;;0
hero_batch_004;33350;R;2;damage_taken;678170;78170;678170;V1;1;678170;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;33350;R;3;damage_dealt;8533;533;8533;V1;1;8533;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;33350;L;4;healing;0;6;0;V1;1;0;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;33448;R;3;power;189001;180001;189001;V1;1;189001;V1;V1_THREE_V2_VOTES_OVERRIDDEN;1
hero_batch_004;33448;L;4;damage_dealt;5031233;503123;503123;V2;1;503123;V2;V2_V1_TRAILING_NOISE;1
hero_batch_004;33448;R;4;damage_dealt;287202;18720233;287202;V1;1;287202;V1;V1_V2_LOW_CONFIDENCE;1
hero_batch_004;33448;L;5;damage_dealt;131408;321408;31408;NEITHER;0;;;;0
hero_batch_004;33448;L;5;damage_taken;48184533;48184523;481845;NEITHER;0;;;;0
hero_batch_004;33448;R;5;damage_dealt;1754383;317543;47544;NEITHER;0;;;;0
hero_batch_004;33451;L;1;power;208399;208390;208399;V1;1;208399;V1;V1_DUAL_CONFIDENCE;1
hero_batch_004;33478;R;3;healing;0;3;0;V1;1;0;V1;V1_V2_LOW_CONFIDENCE;1
hero_batch_004;33478;L;4;damage_taken;40;90;0;NEITHER;0;;;;0
hero_batch_004;33478;R;4;power;140454;14044;160454;NEITHER;0;;;;0
hero_batch_004;33478;R;4;damage_taken;;2567401;823567;NEITHER;0;;;;0
hero_batch_004;33478;R;4;healing;0;3;0;V1;0;;;;0
hero_batch_004;33478;L;5;damage_dealt;704010441;770441;705522;NEITHER;0;;;;0
hero_batch_004;33478;L;5;damage_taken;10015;100006;345;NEITHER;0;;;;0
hero_batch_004;33478;R;5;damage_dealt;;67000;58391;NEITHER;0;;;;0
hero_batch_004;33478;R;5;damage_taken;700070071;70007;653307;NEITHER;0;;;;0
hero_batch_004;33478;R;5;healing;0;10;0;V1;0;;;;0
hero_batch_004;33662;L;1;power;14933;1933;144233;NEITHER;0;;;;0
hero_batch_004;33662;L;1;damage_dealt;2566094;72566094;2566094;V1;1;2566094;V1;V1_V2_LOW_CONFIDENCE;1
hero_batch_004;33662;R;1;damage_dealt;1414743;2414743;1414743;V1;1;1414743;V1;V1_DAMAGE_ORIGINAL_HIGH;1
hero_batch_004;33662;L;2;power;157129;157120;157129;V1;1;157129;V1;V1_ORIGINAL_VERY_HIGH;1
hero_batch_004;33909;R;4;damage_taken;616473;16473;616473;V1;1;616473;V1;V1_DUAL_CONFIDENCE;1
hero_batch_004;33909;R;5;damage_taken;674104;74104;674104;V1;1;674104;V1;V1_DUAL_CONFIDENCE;1
hero_batch_004;34032;L;5;power;197572;19757;197572;V1;1;197572;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;34067;R;1;damage_dealt;681199;81199;681199;V1;1;681199;V1;V1_DUAL_CONFIDENCE;1
hero_batch_004;34148;L;4;damage_dealt;401439;401430;401439;V1;1;401439;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;34148;L;5;power;120272;12037;120372;NEITHER;0;;;;0
hero_batch_004;34148;R;5;damage_dealt;22705;270553;22705;V1;0;;;;0
hero_batch_004;34153;R;1;damage_taken;668037;68037;668037;V1;1;668037;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;34253;R;3;damage_taken;638224;38224;638224;V1;1;638224;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;34253;R;4;healing;664228;64228;664228;V1;1;664228;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;34258;L;1;damage_taken;380443;386443;386443;V2;0;;;;0
hero_batch_004;34258;R;1;damage_taken;1282019;1282079;1282079;V2;0;;;;0
hero_batch_004;34331;R;1;power;195139;195130;195139;V1;1;195139;V1;V1_ORIGINAL_VERY_HIGH;1
hero_batch_004;34331;R;5;damage_taken;875872;75872;875872;V1;0;;;;0
hero_batch_004;34443;R;4;damage_dealt;29902;2990;2990;V2;1;2990;V2;V2_V1_TRAILING_NOISE;1
hero_batch_004;34443;L;5;power;2;;99092;NEITHER;0;;;;0
hero_batch_004;34443;R;5;damage_dealt;1469;14693;1469;V1;0;;;;0
hero_batch_004;34842;R;5;power;8647;98647;98647;V2;0;;;;0
hero_batch_004;35214;L;5;power;161142;16114;161142;V1;1;161142;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;35218;R;1;damage_dealt;1645820;16458203;1645820;V1;0;;;;0
hero_batch_004;35218;R;4;damage_dealt;94717;947177;94717;V1;1;94717;V1;V1_DAMAGE_ORIGINAL_HIGH;1
