avatar_file;hero_uid;appearance_id;status;source_path;destination_path;details
2806_Screenshot_20250709-124954__L5.png;HW_HERO_0036;nebula__appearance_01;ALREADY_PRESENT;;data/crops/hero/avatars_inner/2806_Screenshot_20250709-124954__L5.png;
2806_Screenshot_20250709-124954__R1.png;HW_HERO_0025;karkh__appearance_01;ALREADY_PRESENT;;data/crops/hero/avatars_inner/2806_Screenshot_20250709-124954__R1.png;
2806_Screenshot_20250709-124954__R2.png;HW_HERO_0015;galaad__appearance_01;ALREADY_PRESENT;;data/crops/hero/avatars_inner/2806_Screenshot_20250709-124954__R2.png;
2806_Screenshot_20250709-124954__R3.png;HW_HERO_0041;phobos__appearance_01;ALREADY_PRESENT;;data/crops/hero/avatars_inner/2806_Screenshot_20250709-124954__R3.png;
2806_Screenshot_20250709-124954__R4.png;HW_HERO_0033;maya__appearance_01;ALREADY_PRESENT;;data/crops/hero/avatars_inner/2806_Screenshot_20250709-124954__R4.png;
2806_Screenshot_20250709-124954__R5.png;HW_HERO_0011;dorian__appearance_01;ALREADY_PRESENT;;data/crops/hero/avatars_inner/2806_Screenshot_20250709-124954__R5.png;
2807_Screenshot_20250709-124710__L1.png;HW_HERO_0027;keira__appearance_01;ALREADY_PRESENT;;data/crops/hero/avatars_inner/2807_Screenshot_20250709-124710__L1.png;
2807_Screenshot_20250709-124710__L2.png;HW_HERO_0014;folio__appearance_01;ALREADY_PRESENT;;data/crops/hero/avatars_inner/2807_Screenshot_20250709-124710__L2.png;
2807_Screenshot_20250709-124710__L3.png;HW_HERO_0006;celeste__appearance_01;ALREADY_PRESENT;;data/crops/hero/avatars_inner/2807_Screenshot_20250709-124710__L3.png;
2807_Screenshot_20250709-124710__L4.png;HW_HERO_0002;andvari__appearance_01;ALREADY_PRESENT;;data/crops/hero/avatars_inner/2807_Screenshot_20250709-124710__L4.png;
2807_Screenshot_20250709-124710__L5.png;HW_HERO_0032;martha__appearance_01;ALREADY_PRESENT;;data/crops/hero/avatars_inner/2807_Screenshot_20250709-124710__L5.png;
2807_Screenshot_20250709-124710__R1.png;HW_HERO_0005;cascade__appearance_01;ALREADY_PRESENT;;data/crops/hero/avatars_inner/2807_Screenshot_20250709-124710__R1.png;
2807_Screenshot_20250709-124710__R2.png;HW_HERO_0010;dante__appearance_01;ALREADY_PRESENT;;data/crops/hero/avatars_inner/2807_Screenshot_20250709-124710__R2.png;
2807_Screenshot_20250709-124710__R3.png;HW_HERO_0008;corvus__appearance_01;ALREADY_PRESENT;;data/crops/hero/avatars_inner/2807_Screenshot_20250709-124710__R3.png;
2807_Screenshot_20250709-124710__R4.png;HW_HERO_0037;octavia__appearance_01;ALREADY_PRESENT;;data/crops/hero/avatars_inner/2807_Screenshot_20250709-124710__R4.png;
2807_Screenshot_20250709-124710__R5.png;HW_HERO_0036;nebula__appearance_01;ALREADY_PRESENT;;data/crops/hero/avatars_inner/2807_Screenshot_20250709-124710__R5.png;
2808_Screenshot_20250709-124612__L1.png;HW_HERO_0027;keira__appearance_01;ALREADY_PRESENT;;data/crops/hero/avatars_inner/2808_Screenshot_20250709-124612__L1.png;
2808_Screenshot_20250709-124612__L2.png;HW_HERO_0021;jhu__appearance_01;ALREADY_PRESENT;;data/crops/hero/avatars_inner/2808_Screenshot_20250709-124612__L2.png;
2808_Screenshot_20250709-124612__L3.png;HW_HERO_0002;andvari__appearance_01;ALREADY_PRESENT;;data/crops/hero/avatars_inner/2808_Screenshot_20250709-124612__L3.png;
2808_Screenshot_20250709-124612__L4.png;HW_HERO_0006;celeste__appearance_01;ALREADY_PRESENT;;data/crops/hero/avatars_inner/2808_Screenshot_20250709-124612__L4.png;
2808_Screenshot_20250709-124612__L5.png;HW_HERO_0032;martha__appearance_01;ALREADY_PRESENT;;data/crops/hero/avatars_inner/2808_Screenshot_20250709-124612__L5.png;
2808_Screenshot_20250709-124612__R1.png;HW_HERO_0019;ishmael__appearance_01;ALREADY_PRESENT;;data/crops/hero/avatars_inner/2808_Screenshot_20250709-124612__R1.png;
2808_Screenshot_20250709-124612__R2.png;HW_HERO_0052;yasmine__appearance_01;ALREADY_PRESENT;;data/crops/hero/avatars_inner/2808_Screenshot_20250709-124612__R2.png;
2808_Screenshot_20250709-124612__R3.png;HW_HERO_0046;sebastien__appearance_01;ALREADY_PRESENT;;data/crops/hero/avatars_inner/2808_Screenshot_20250709-124612__R3.png;
2808_Screenshot_20250709-124612__R4.png;HW_HERO_0003;astaroth__appearance_01;ALREADY_PRESENT;;data/crops/hero/avatars_inner/2808_Screenshot_20250709-124612__R4.png;
2808_Screenshot_20250709-124612__R5.png;HW_HERO_0013;fafnir__appearance_01;ALREADY_PRESENT;;data/crops/hero/avatars_inner/2808_Screenshot_20250709-124612__R5.png;
2809_Screenshot_20250709-175158__L1.png;HW_HERO_0043;qing_mao__appearance_01;ALREADY_PRESENT;;data/crops/hero/avatars_inner/2809_Screenshot_20250709-175158__L1.png;
2809_Screenshot_20250709-175158__L2.png;HW_HERO_0019;ishmael__appearance_01;ALREADY_PRESENT;;data/crops/hero/avatars_inner/2809_Screenshot_20250709-175158__L2.png;
2809_Screenshot_20250709-175158__L3.png;HW_HERO_0050;tristan__appearance_01;ALREADY_PRESENT;;data/crops/hero/avatars_inner/2809_Screenshot_20250709-175158__L3.png;
2809_Screenshot_20250709-175158__L4.png;HW_HERO_0015;galaad__appearance_01;ALREADY_PRESENT;;data/crops/hero/avatars_inner/2809_Screenshot_20250709-175158__L4.png;
2809_Screenshot_20250709-175158__L5.png;HW_HERO_0013;fafnir__appearance_01;ALREADY_PRESENT;;data/crops/hero/avatars_inner/2809_Screenshot_20250709-175158__L5.png;
2809_Screenshot_20250709-175158__R1.png;HW_HERO_0051;xesha__appearance_01;ALREADY_PRESENT;;data/crops/hero/avatars_inner/2809_Screenshot_20250709-175158__R1.png;
2809_Screenshot_20250709-175158__R2.png;HW_HERO_0030;lian__appearance_01;ALREADY_PRESENT;;data/crops/hero/avatars_inner/2809_Screenshot_20250709-175158__R2.png;
2809_Screenshot_20250709-175158__R3.png;HW_HERO_0022;jorgen__appearance_01;ALREADY_PRESENT;;data/crops/hero/avatars_inner/2809_Screenshot_20250709-175158__R3.png;
2809_Screenshot_20250709-175158__R4.png;HW_HERO_0003;astaroth__appearance_01;ALREADY_PRESENT;;data/crops/hero/avatars_inner/2809_Screenshot_20250709-175158__R4.png;
2809_Screenshot_20250709-175158__R5.png;HW_HERO_0001;aidan__appearance_01;ALREADY_PRESENT;;data/crops/hero/avatars_inner/2809_Screenshot_20250709-175158__R5.png;
2810_Screenshot_20250709-175224__L1.png;HW_HERO_0003;astaroth__appearance_02;ALREADY_PRESENT;;data/crops/hero/avatars_inner/2810_Screenshot_20250709-175224__L1.png;
2810_Screenshot_20250709-175224__L2.png;HW_HERO_0031;lilith__appearance_01;ALREADY_PRESENT;;data/crops/hero/avatars_inner/2810_Screenshot_20250709-175224__L2.png;
2810_Screenshot_20250709-175224__L3.png;HW_HERO_0001;aidan__appearance_01;ALREADY_PRESENT;;data/crops/hero/avatars_inner/2810_Screenshot_20250709-175224__L3.png;
2810_Screenshot_20250709-175224__L4.png;HW_HERO_0051;xesha__appearance_01;ALREADY_PRESENT;;data/crops/hero/avatars_inner/2810_Screenshot_20250709-175224__L4.png;
2810_Screenshot_20250709-175224__L5.png;HW_HERO_0026;kayla__appearance_01;ALREADY_PRESENT;;data/crops/hero/avatars_inner/2810_Screenshot_20250709-175224__L5.png;
2810_Screenshot_20250709-175224__R1.png;HW_HERO_0018;iris__appearance_01;ALREADY_PRESENT;;data/crops/hero/avatars_inner/2810_Screenshot_20250709-175224__R1.png;
2810_Screenshot_20250709-175224__R2.png;HW_HERO_0038;orion__appearance_01;ALREADY_PRESENT;;data/crops/hero/avatars_inner/2810_Screenshot_20250709-175224__R2.png;
2810_Screenshot_20250709-175224__R3.png;HW_HERO_0010;dante__appearance_01;ALREADY_PRESENT;;data/crops/hero/avatars_inner/2810_Screenshot_20250709-175224__R3.png;
2810_Screenshot_20250709-175224__R4.png;HW_HERO_0049;tempus__appearance_01;ALREADY_PRESENT;;data/crops/hero/avatars_inner/2810_Screenshot_20250709-175224__R4.png;
2810_Screenshot_20250709-175224__R5.png;HW_HERO_0037;octavia__appearance_01;ALREADY_PRESENT;;data/crops/hero/avatars_inner/2810_Screenshot_20250709-175224__R5.png;
2818_Screenshot_20250709-175413__R3.png;HW_HERO_0071;kai__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/2818_Screenshot_20250709-175413__R3.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/2818_Screenshot_20250709-175413__R3.png | data/batches/hero_batch_001/crops_dynamic_v1/names/2818_Screenshot_20250709-175413__R3.png;data/crops/hero/avatars_inner/2818_Screenshot_20250709-175413__R3.png;
2818_Screenshot_20250709-175413__R4.png;HW_HERO_0067;arachne__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/2818_Screenshot_20250709-175413__R4.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/2818_Screenshot_20250709-175413__R4.png | data/batches/hero_batch_001/crops_dynamic_v1/names/2818_Screenshot_20250709-175413__R4.png;data/crops/hero/avatars_inner/2818_Screenshot_20250709-175413__R4.png;
2818_Screenshot_20250709-175413__R5.png;HW_HERO_0062;luther__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/2818_Screenshot_20250709-175413__R5.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/2818_Screenshot_20250709-175413__R5.png | data/batches/hero_batch_001/crops_dynamic_v1/names/2818_Screenshot_20250709-175413__R5.png;data/crops/hero/avatars_inner/2818_Screenshot_20250709-175413__R5.png;
6110_Screenshot_2025.08.14_19.21.55.241__R1.png;HW_HERO_0023;juge__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/6110_Screenshot_2025.08.14_19.21.55.241__R1.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/6110_Screenshot_2025.08.14_19.21.55.241__R1.png | data/batches/hero_batch_001/crops_dynamic_v1/names/6110_Screenshot_2025.08.14_19.21.55.241__R1.png;data/crops/hero/avatars_inner/6110_Screenshot_2025.08.14_19.21.55.241__R1.png;
6110_Screenshot_2025.08.14_19.21.55.241__R2.png;HW_HERO_0056;isaac__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/6110_Screenshot_2025.08.14_19.21.55.241__R2.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/6110_Screenshot_2025.08.14_19.21.55.241__R2.png | data/batches/hero_batch_001/crops_dynamic_v1/names/6110_Screenshot_2025.08.14_19.21.55.241__R2.png;data/crops/hero/avatars_inner/6110_Screenshot_2025.08.14_19.21.55.241__R2.png;
6626_Screenshot_20250818_190245_Hero_Wars__L3.png;HW_HERO_0031;lilith__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/6626_Screenshot_20250818_190245_Hero_Wars__L3.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/6626_Screenshot_20250818_190245_Hero_Wars__L3.png | data/batches/hero_batch_001/crops_dynamic_v1/names/6626_Screenshot_20250818_190245_Hero_Wars__L3.png;data/crops/hero/avatars_inner/6626_Screenshot_20250818_190245_Hero_Wars__L3.png;
23003_Screenshot_20260120_101255_Hero_Wars__R4.png;HW_HERO_0023;juge__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/23003_Screenshot_20260120_101255_Hero_Wars__R4.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/23003_Screenshot_20260120_101255_Hero_Wars__R4.png | data/batches/hero_batch_001/crops_dynamic_v1/names/23003_Screenshot_20260120_101255_Hero_Wars__R4.png;data/crops/hero/avatars_inner/23003_Screenshot_20260120_101255_Hero_Wars__R4.png;
23796_Screenshot_20260202_005206_Hero_Wars__R5.png;HW_HERO_0054;amira__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/23796_Screenshot_20260202_005206_Hero_Wars__R5.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/23796_Screenshot_20260202_005206_Hero_Wars__R5.png | data/batches/hero_batch_001/crops_dynamic_v1/names/23796_Screenshot_20260202_005206_Hero_Wars__R5.png;data/crops/hero/avatars_inner/23796_Screenshot_20260202_005206_Hero_Wars__R5.png;
24054_Screenshot_2026-02-01-02-25-51-718_com.nexters.herowars__L2.png;HW_HERO_0058;cornelius__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/24054_Screenshot_2026-02-01-02-25-51-718_com.nexters.herowars__L2.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/24054_Screenshot_2026-02-01-02-25-51-718_com.nexters.herowars__L2.png | data/batches/hero_batch_001/crops_dynamic_v1/names/24054_Screenshot_2026-02-01-02-25-51-718_com.nexters.herowars__L2.png;data/crops/hero/avatars_inner/24054_Screenshot_2026-02-01-02-25-51-718_com.nexters.herowars__L2.png;
24109_IMG_0216__L2.png;HW_HERO_0056;isaac__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/24109_IMG_0216__L2.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/24109_IMG_0216__L2.png | data/batches/hero_batch_001/crops_dynamic_v1/names/24109_IMG_0216__L2.png;data/crops/hero/avatars_inner/24109_IMG_0216__L2.png;
24109_IMG_0216__L4.png;HW_HERO_0023;juge__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/24109_IMG_0216__L4.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/24109_IMG_0216__L4.png | data/batches/hero_batch_001/crops_dynamic_v1/names/24109_IMG_0216__L4.png;data/crops/hero/avatars_inner/24109_IMG_0216__L4.png;
24231_IMG_3632__L3.png;HW_HERO_0068;astrid_and_lucas__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/24231_IMG_3632__L3.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/24231_IMG_3632__L3.png | data/batches/hero_batch_001/crops_dynamic_v1/names/24231_IMG_3632__L3.png;data/crops/hero/avatars_inner/24231_IMG_3632__L3.png;
24489_Screenshot_20260207-102123__L3.png;HW_HERO_0056;isaac__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/24489_Screenshot_20260207-102123__L3.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/24489_Screenshot_20260207-102123__L3.png | data/batches/hero_batch_001/crops_dynamic_v1/names/24489_Screenshot_20260207-102123__L3.png;data/crops/hero/avatars_inner/24489_Screenshot_20260207-102123__L3.png;
24489_Screenshot_20260207-102123__R3.png;HW_HERO_0056;isaac__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/24489_Screenshot_20260207-102123__R3.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/24489_Screenshot_20260207-102123__R3.png | data/batches/hero_batch_001/crops_dynamic_v1/names/24489_Screenshot_20260207-102123__R3.png;data/crops/hero/avatars_inner/24489_Screenshot_20260207-102123__R3.png;
24931_Screenshot_20260219_234620_Hero_Wars__R1.png;HW_HERO_0059;artemis__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/24931_Screenshot_20260219_234620_Hero_Wars__R1.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/24931_Screenshot_20260219_234620_Hero_Wars__R1.png | data/batches/hero_batch_001/crops_dynamic_v1/names/24931_Screenshot_20260219_234620_Hero_Wars__R1.png;data/crops/hero/avatars_inner/24931_Screenshot_20260219_234620_Hero_Wars__R1.png;
24931_Screenshot_20260219_234620_Hero_Wars__R3.png;HW_HERO_0062;luther__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/24931_Screenshot_20260219_234620_Hero_Wars__R3.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/24931_Screenshot_20260219_234620_Hero_Wars__R3.png | data/batches/hero_batch_001/crops_dynamic_v1/names/24931_Screenshot_20260219_234620_Hero_Wars__R3.png;data/crops/hero/avatars_inner/24931_Screenshot_20260219_234620_Hero_Wars__R3.png;
25048_Screenshot_2026-02-20-20-55-07-685_com.nexters.herowars__R4.png;HW_HERO_0021;jhu__appearance_02;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/25048_Screenshot_2026-02-20-20-55-07-685_com.nexters.herowars__R4.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/25048_Screenshot_2026-02-20-20-55-07-685_com.nexters.herowars__R4.png | data/batches/hero_batch_001/crops_dynamic_v1/names/25048_Screenshot_2026-02-20-20-55-07-685_com.nexters.herowars__R4.png;data/crops/hero/avatars_inner/25048_Screenshot_2026-02-20-20-55-07-685_com.nexters.herowars__R4.png;
