appearance_id;hero_uid;technical_cluster_id;avatar_count;sample_files;appearance_type;reviewed;notes
leonel__appearance_01;HW_HERO_0029;3;2;38226_Screenshot_2026-07-28-03-54-24-668_com.nexters.herowars__R1.png | 38229_Screenshot_2026-07-26-00-58-59-791_com.nexters.herowars__R1.png;unknown_variant;0;
lian__appearance_01;HW_HERO_0030;34;7;2803_Screenshot_20250709-140336__R2.png | 2809_Screenshot_20250709-175158__R2.png | 38226_Screenshot_2026-07-28-03-54-24-668_com.nexters.herowars__L2.png | 38227_Screenshot_2026-07-28-03-54-03-254_com.nexters.herowars__L3.png | 38230_Screenshot_2026-07-24-23-36-30-805_com.nexters.herowars__R4.png;unknown_variant;0;
lilith__appearance_01;HW_HERO_0031;9;3;2810_Screenshot_20250709-175224__L2.png | 37110_IMG_7320__R3.png | 6626_Screenshot_20250818_190245_Hero_Wars__L3.png;unknown_variant;1;
martha__appearance_01;HW_HERO_0032;11;7;2801_Screenshot_20250708-120939__L5.png | 2802_Screenshot_20250708-120933__L5.png | 2802_Screenshot_20250708-120933__R5.png | 2805_Screenshot_20250709-125031__L5.png | 2805_Screenshot_20250709-125031__R5.png;unknown_variant;0;
maya__appearance_01;HW_HERO_0033;17;2;2806_Screenshot_20250709-124954__L4.png | 2806_Screenshot_20250709-124954__R4.png;unknown_variant;0;
miu__appearance_01;HW_HERO_0034;44;1;38229_Screenshot_2026-07-26-00-58-59-791_com.nexters.herowars__L2.png;unknown_variant;0;
mojo__appearance_01;HW_HERO_0035;55;1;2805_Screenshot_20250709-125031__L3.png;unknown_variant;0;
nebula__appearance_01;HW_HERO_0036;29;3;2806_Screenshot_20250709-124954__L5.png | 2807_Screenshot_20250709-124710__R5.png | 38229_Screenshot_2026-07-26-00-58-59-791_com.nexters.herowars__L5.png;unknown_variant;0;
octavia__appearance_01;HW_HERO_0037;46;7;2807_Screenshot_20250709-124710__R4.png | 2810_Screenshot_20250709-175224__R5.png | 38228_Screenshot_2026-07-27-01-27-44-005_com.nexters.herowars__R5.png | 38232_Screenshot_2026-07-24-23-30-48-292_com.nexters.herowars__L3.png | 38233_Screenshot_20260728_194145_Hero_Wars__R2.png;unknown_variant;0;
orion__appearance_01;HW_HERO_0038;49;2;2805_Screenshot_20250709-125031__L1.png | 2810_Screenshot_20250709-175224__R2.png;unknown_variant;0;
oya__appearance_01;HW_HERO_0039;18;2;38226_Screenshot_2026-07-28-03-54-24-668_com.nexters.herowars__R3.png | 38229_Screenshot_2026-07-26-00-58-59-791_com.nexters.herowars__R3.png;unknown_variant;0;
peech__appearance_01;HW_HERO_0040;31;2;2803_Screenshot_20250709-140336__L2.png | 2804_Screenshot_20250709-140324__L2.png;unknown_variant;0;
phobos__appearance_01;HW_HERO_0041;41;1;2806_Screenshot_20250709-124954__R3.png;unknown_variant;0;
phobos__appearance_02;HW_HERO_0041;batch001:REVIEW_GROUP_001;7;27591_Screenshot_20260316_212051_Hero_Wars__L5.png | 31318_Screenshot_2026-04-26-12-52-45-89_b7069e849b44f49c61683e78ed778d97__R2.png | 33728_Screenshot_20260521_072748_Hero_Wars__R3.png | 35316_IMG_4656__L3.png | 35576_Screenshot_20260609_075918_Hero_Wars__R2.png;human_reviewed_variant;1;"Créée après validation humaine du lot hero_batch_001. Portrait validé comme Phobos ; nouvelle apparence visuelle."
polaris__appearance_01;HW_HERO_0042;43;7;2803_Screenshot_20250709-140336__R1.png | 38228_Screenshot_2026-07-27-01-27-44-005_com.nexters.herowars__R4.png | 38232_Screenshot_2026-07-24-23-30-48-292_com.nexters.herowars__R3.png | 38233_Screenshot_20260728_194145_Hero_Wars__L4.png | 38233_Screenshot_20260728_194145_Hero_Wars__R5.png;unknown_variant;0;
qing_mao__appearance_01;HW_HERO_0043;12;2;2801_Screenshot_20250708-120939__R1.png | 2809_Screenshot_20250709-175158__L1.png;unknown_variant;0;
rufus__appearance_01;HW_HERO_0044;14;2;2804_Screenshot_20250709-140324__R2.png | 38232_Screenshot_2026-07-24-23-30-48-292_com.nexters.herowars__L2.png;unknown_variant;0;
satori__appearance_01;HW_HERO_0045;25;4;2802_Screenshot_20250708-120933__R1.png | 38227_Screenshot_2026-07-28-03-54-03-254_com.nexters.herowars__R2.png | 38231_Screenshot_2026-07-24-23-35-05-086_com.nexters.herowars__L1.png | 38233_Screenshot_20260728_194145_Hero_Wars__L1.png;unknown_variant;0;
sebastien__appearance_01;HW_HERO_0046;26;1;2808_Screenshot_20250709-124612__R3.png;unknown_variant;0;
soleil__appearance_01;HW_HERO_0047;21;1;2803_Screenshot_20250709-140336__R3.png;unknown_variant;0;
soleil__appearance_02;HW_HERO_0047;22;1;38229_Screenshot_2026-07-26-00-58-59-791_com.nexters.herowars__L3.png;unknown_variant;0;
somna__appearance_01;HW_HERO_0048;20;2;38227_Screenshot_2026-07-28-03-54-03-254_com.nexters.herowars__R5.png | 38235_Screenshot_20260728_193758_Hero_Wars__R5.png;unknown_variant;0;
tempus__appearance_01;HW_HERO_0049;51;7;2810_Screenshot_20250709-175224__R4.png | 38226_Screenshot_2026-07-28-03-54-24-668_com.nexters.herowars__L5.png | 38227_Screenshot_2026-07-28-03-54-03-254_com.nexters.herowars__L4.png | 38228_Screenshot_2026-07-27-01-27-44-005_com.nexters.herowars__L4.png | 38230_Screenshot_2026-07-24-23-36-30-805_com.nexters.herowars__R5.png;unknown_variant;0;
tristan__appearance_01;HW_HERO_0050;6;2;2809_Screenshot_20250709-175158__L3.png | 38230_Screenshot_2026-07-24-23-36-30-805_com.nexters.herowars__L1.png;unknown_variant;0;
xesha__appearance_01;HW_HERO_0051;45;4;2809_Screenshot_20250709-175158__R1.png | 2810_Screenshot_20250709-175224__L4.png | 38227_Screenshot_2026-07-28-03-54-03-254_com.nexters.herowars__L2.png | 38235_Screenshot_20260728_193758_Hero_Wars__L1.png;unknown_variant;0;
yasmine__appearance_01;HW_HERO_0052;33;4;2808_Screenshot_20250709-124612__R2.png | 38226_Screenshot_2026-07-28-03-54-24-668_com.nexters.herowars__R2.png | 38228_Screenshot_2026-07-27-01-27-44-005_com.nexters.herowars__R2.png | 38229_Screenshot_2026-07-26-00-58-59-791_com.nexters.herowars__R2.png;unknown_variant;0;
ziri__appearance_01;HW_HERO_0053;16;1;2805_Screenshot_20250709-125031__L4.png;unknown_variant;0;
amira__appearance_01;HW_HERO_0054;batch001:REVIEW_GROUP_007,REVIEW_GROUP_011;9;23796_Screenshot_20260202_005206_Hero_Wars__R5.png | 25507_Screenshot_20260225_152852_Hero_Wars__R5.png | 28134_IMG_0993__L5.png | 28434_Screenshot_20260326_192112_Hero_Wars__L4.png | 30777_Screenshot_20260416-001522__R3.png;human_reviewed_variant;1;Créée après validation humaine du lot hero_batch_001. Même identité et apparence que le groupe 007. | Nouvelle identité absente du catalogue initial.
morrigan__appearance_01;HW_HERO_0055;batch001:REVIEW_GROUP_008,REVIEW_GROUP_013,REVIEW_GROUP_035;9;29109_Screenshot_2026-03-31-17-47-40-093_com.nexters.herowars__R4.png | 30350_Screenshot_20260402_175211_Hero_Wars__L5.png | 30350_Screenshot_20260402_175211_Hero_Wars__R4.png | 32626_Screenshot_20260501-151301__R5.png | 33728_Screenshot_20260521_072748_Hero_Wars__L3.png;human_reviewed_variant;1;Créée après validation humaine du lot hero_batch_001. Même identité et apparence que le groupe 008. | Même identité et apparence que les groupes 008 et 013. | Nouvelle identité absente du catalogue initial.
isaac__appearance_01;HW_HERO_0056;batch001:REVIEW_GROUP_010;15;24109_IMG_0216__L2.png | 24489_Screenshot_20260207-102123__L3.png | 24489_Screenshot_20260207-102123__R3.png | 25450_Screenshot_20260220_190543_Hero_Wars__L2.png | 25507_Screenshot_20260225_152852_Hero_Wars__L1.png;human_reviewed_variant;1;Créée après validation humaine du lot hero_batch_001. Nouvelle identité validée par 15 exemples.
drayne__appearance_01;HW_HERO_0057;batch001:REVIEW_GROUP_012;7;25470_IMG_3791__R1.png | 30777_Screenshot_20260416-001522__L1.png | 31071_Screenshot_2026-04-20-21-53-46-223_com.nexters.herowars__R1.png | 33849_Hero_Wars_2026-05-17-07-45-45__L3.png | 35444_IMG_4662__R3.png;human_reviewed_variant;1;Créée après validation humaine du lot hero_batch_001. Nouvelle identité validée.
cornelius__appearance_01;HW_HERO_0058;batch001:REVIEW_GROUP_014;4;24054_Screenshot_2026-02-01-02-25-51-718_com.nexters.herowars__L2.png | 25278_Screenshot_20260209_191952_Hero_Wars__R1.png | 26315_Screenshot_2026-02-28-00-11-23-143_com.nexters.herowars__L2.png | 34333_Screenshot_2026-05-28-22-15-21-583_com.nexters.herowars__L2.png;human_reviewed_variant;1;Créée après validation humaine du lot hero_batch_001. Nouvelle identité validée.
artemis__appearance_01;HW_HERO_0059;batch001:REVIEW_GROUP_015,REVIEW_GROUP_039;4;24931_Screenshot_20260219_234620_Hero_Wars__R1.png | 27682_IMG_0872__R1.png | 28116_IMG_4138__R4.png | 36184_1610F51E-B3B9-4F19-A124-88CA72E57D62__R3.png;human_reviewed_variant;1;Créée après validation humaine du lot hero_batch_001. Même identité et apparence que le groupe 015. | Nouvelle identité validée.
cleaver__appearance_01;HW_HERO_0060;batch001:REVIEW_GROUP_016,REVIEW_GROUP_026;4;27763_IMG_4114__R3.png | 31318_Screenshot_2026-04-26-12-52-45-89_b7069e849b44f49c61683e78ed778d97__R3.png | 37110_IMG_7320__L2.png | 37110_IMG_7320__R2.png;human_reviewed_variant;1;"Créée après validation humaine du lot hero_batch_001. Même héros que Cleaver ; alias français validé. | Même identité et apparence que le groupe 016."
lara_croft__appearance_01;HW_HERO_0061;batch001:REVIEW_GROUP_017,REVIEW_GROUP_037;4;25470_IMG_3791__L2.png | 32240_Screenshot_20260413_000732_Hero_Wars__R1.png | 34508_Screenshot_20260525_012845_Hero_Wars__L1.png | 36850_Screenshot_20260609_191547_Hero_Wars__L2.png;human_reviewed_variant;1;Créée après validation humaine du lot hero_batch_001. Même identité et apparence que le groupe 017. | Nouvelle identité validée.
luther__appearance_01;HW_HERO_0062;batch001:REVIEW_GROUP_018,REVIEW_GROUP_036;4;24931_Screenshot_20260219_234620_Hero_Wars__R3.png | 2818_Screenshot_20250709-175413__R5.png | 29938_Screenshot_20260406_103711_Hero_Wars__L3.png | 35379_A31BEF3C-9F1D-4D7C-AD12-C22FFFC3AE9B__L3.png;human_reviewed_variant;1;Créée après validation humaine du lot hero_batch_001. Même identité et apparence que le groupe 018. | Nouvelle identité validée.
alvanor__appearance_01;HW_HERO_0063;batch001:REVIEW_GROUP_019,REVIEW_GROUP_044;3;26876_Screenshot_20260305_235000_Hero_Wars__L3.png | 28116_IMG_4138__L5.png | 33680_Screenshot_20260519_145831_com_nexters_herowars_MessagingUnityPlayerActivity__L4.png;human_reviewed_variant;1;Créée après validation humaine du lot hero_batch_001. Même identité et apparence que le groupe 019. | Nouvelle identité validée.
helios__appearance_01;HW_HERO_0064;batch001:REVIEW_GROUP_020,REVIEW_GROUP_043;3;27337_Screenshot_20260309_020952_Hero_Wars__L2.png | 29768_IMG_2174__R3.png | 38083_B636B8D3-B852-4FDA-8049-4181C84F9302__L2.png;human_reviewed_variant;1;Créée après validation humaine du lot hero_batch_001. Même identité et apparence que le groupe 020. | Nouvelle identité validée.
peppy__appearance_01;HW_HERO_0065;batch001:REVIEW_GROUP_021;2;33961_Screenshot_2026-05-23-00-53-53-522_com.nexters.herowars__L3.png | 37110_IMG_7320__R5.png;human_reviewed_variant;1;Créée après validation humaine du lot hero_batch_001. Nouvelle identité validée.
faceless__appearance_01;HW_HERO_0066;batch001:REVIEW_GROUP_022,REVIEW_GROUP_027,REVIEW_GROUP_032;4;26186_Screenshot_20260202_095838_Hero_Wars__R1.png | 29768_IMG_2174__R4.png | 31318_Screenshot_2026-04-26-12-52-45-89_b7069e849b44f49c61683e78ed778d97__R1.png | 36850_Screenshot_20260609_191547_Hero_Wars__R3.png;human_reviewed_variant;1;"Créée après validation humaine du lot hero_batch_001. Alias espagnol observé et validé. | Même identité et apparence que le groupe 022. | OCR Sanface non conservé comme alias ; identité validée par le portrait."
arachne__appearance_01;HW_HERO_0067;batch001:REVIEW_GROUP_023;1;2818_Screenshot_20250709-175413__R4.png;human_reviewed_variant;1;"Créée après validation humaine du lot hero_batch_001. Nouvelle identité ; première apparence."
arachne__appearance_02;HW_HERO_0067;batch001:REVIEW_GROUP_040;1;28207_Screenshot_20260322_235622_Hero_Wars__R2.png;human_reviewed_variant;1;Créée après validation humaine du lot hero_batch_001. Même identité, seconde apparence visuelle.
astrid_and_lucas__appearance_01;HW_HERO_0068;batch001:REVIEW_GROUP_024,REVIEW_GROUP_038,REVIEW_GROUP_041,REVIEW_GROUP_042;4;24231_IMG_3632__L3.png | 27763_IMG_4114__L3.png | 29255_IMG_6294__R5.png | 30832_Screenshot_20260417_170710_com_nexters_herowars_MessagingUnityPlayerActivity__R3.png;human_reviewed_variant;1;Créée après validation humaine du lot hero_batch_001. Alias français validé. | Même identité et apparence que le groupe 024. | Nouvelle identité validée.
aurore__appearance_01;HW_HERO_0069;batch001:REVIEW_GROUP_025;1;30350_Screenshot_20260402_175211_Hero_Wars__R1.png;human_reviewed_variant;1;Créée après validation humaine du lot hero_batch_001. Nouvelle identité validée.
heidi__appearance_01;HW_HERO_0070;batch001:REVIEW_GROUP_028;1;29109_Screenshot_2026-03-31-17-47-40-093_com.nexters.herowars__L1.png;human_reviewed_variant;1;Créée après validation humaine du lot hero_batch_001. Nouvelle identité validée.
kai__appearance_01;HW_HERO_0071;batch001:REVIEW_GROUP_029;1;2818_Screenshot_20250709-175413__R3.png;human_reviewed_variant;1;Créée après validation humaine du lot hero_batch_001. Nouvelle identité validée.
krista__appearance_01;HW_HERO_0072;batch001:REVIEW_GROUP_030;1;26360_Screenshot_20260213-072648__R4.png;human_reviewed_variant;1;Créée après validation humaine du lot hero_batch_001. Nouvelle identité validée.
lars__appearance_01;HW_HERO_0073;batch001:REVIEW_GROUP_031;1;26360_Screenshot_20260213-072648__R2.png;human_reviewed_variant;1;Créée après validation humaine du lot hero_batch_001. Nouvelle identité validée.
thea__appearance_01;HW_HERO_0074;batch001:REVIEW_GROUP_033;1;30350_Screenshot_20260402_175211_Hero_Wars__R5.png;human_reviewed_variant;1;Créée après validation humaine du lot hero_batch_001. Nouvelle identité validée.
trompelamort__appearance_01;HW_HERO_0075;batch001:REVIEW_GROUP_034;1;33961_Screenshot_2026-05-23-00-53-53-522_com.nexters.herowars__R1.png;human_reviewed_variant;1;Créée après validation humaine du lot hero_batch_001. Nouvelle identité validée sous le nom observé dans la capture.
chabba__appearance_01;HW_HERO_0076;;1;2819_Screenshot_20250709-175304__R4.png;unknown_variant;1;Première apparence validée depuis hero_batch_002, capture 2819 R4.
