screenshot_id;side;slot;avatar_file;name_file;visual_hero_uid;visual_hero_name;visual_status;visual_similarity;visual_margin;ocr_text;ocr_confidence;ocr_status;ocr_matched_hero_uid;ocr_matched_hero_name;ocr_matched_alias;ocr_match_method;ocr_match_score;ocr_alias_key;ocr_cleaned_alias_key;decision;final_hero_uid;final_hero_name;review_required
23224;L;2;23224_Screenshot_20260113_105929_Hero_Wars__L2.png;23224_Screenshot_20260113_105929_Hero_Wars__L2.png;HW_HERO_0070;Heidi;ACCEPTED;0.956586;0.105883;Heidi I;0.8883806504938926;HIGH;HW_HERO_0070;Heidi;Heidi;VISUAL_ALIAS_EDGE_NOISE;1.0;heidi i;heidi;CONFIRMED;HW_HERO_0070;Heidi;0
23224;L;3;23224_Screenshot_20260113_105929_Hero_Wars__L3.png;23224_Screenshot_20260113_105929_Hero_Wars__L3.png;HW_HERO_0037;Octavia;ACCEPTED;0.968882;0.075247;Octavia I;0.9302930960099622;HIGH;HW_HERO_0037;Octavia;Octavia;VISUAL_ALIAS_EDGE_NOISE;1.0;octavia i;octavia;CONFIRMED;HW_HERO_0037;Octavia;0
23224;L;4;23224_Screenshot_20260113_105929_Hero_Wars__L4.png;23224_Screenshot_20260113_105929_Hero_Wars__L4.png;HW_HERO_0008;Corvus;ACCEPTED;0.92921;0.069057;Corvus i;0.8768111377405855;HIGH;HW_HERO_0008;Corvus;Corvus;VISUAL_ALIAS_EDGE_NOISE;1.0;corvus i;corvus;CONFIRMED;HW_HERO_0008;Corvus;0
23224;L;5;23224_Screenshot_20260113_105929_Hero_Wars__L5.png;23224_Screenshot_20260113_105929_Hero_Wars__L5.png;HW_HERO_0049;Tempus;ACCEPTED;0.965204;0.103834;Tempus i;0.8835202877702174;HIGH;HW_HERO_0049;Tempus;Tempus;VISUAL_ALIAS_EDGE_NOISE;1.0;tempus i;tempus;CONFIRMED;HW_HERO_0049;Tempus;0
23224;R;1;23224_Screenshot_20260113_105929_Hero_Wars__R1.png;23224_Screenshot_20260113_105929_Hero_Wars__R1.png;HW_HERO_0018;Iris;ACCEPTED;0.979162;0.075533;' Iris;0.8140733512750332;MEDIUM;HW_HERO_0018;Iris;Iris;EXACT_ALIAS;1.0;iris;iris;CONFIRMED;HW_HERO_0018;Iris;0
23224;R;2;23224_Screenshot_20260113_105929_Hero_Wars__R2.png;23224_Screenshot_20260113_105929_Hero_Wars__R2.png;HW_HERO_0008;Corvus;ACCEPTED;0.933369;0.07354;s a Corvus;0.8457763848559674;MEDIUM;;;Corvus;NO_MATCH;0.75;s a corvus;;VISUAL_ONLY;HW_HERO_0008;Corvus;0
23224;R;3;23224_Screenshot_20260113_105929_Hero_Wars__R3.png;23224_Screenshot_20260113_105929_Hero_Wars__R3.png;HW_HERO_0037;Octavia;ACCEPTED;0.974426;0.077823;g Octavia;0.9067419698847657;HIGH;HW_HERO_0037;Octavia;Octavia;VISUAL_ALIAS_EDGE_NOISE;1.0;g octavia;octavia;CONFIRMED;HW_HERO_0037;Octavia;0
23224;R;4;23224_Screenshot_20260113_105929_Hero_Wars__R4.png;23224_Screenshot_20260113_105929_Hero_Wars__R4.png;HW_HERO_0041;Phobos;ACCEPTED;0.980335;0.146589;Phobos;0.9999878332361988;HIGH;HW_HERO_0041;Phobos;Phobos;EXACT_ALIAS;1.0;phobos;phobos;CONFIRMED;HW_HERO_0041;Phobos;0
23224;R;5;23224_Screenshot_20260113_105929_Hero_Wars__R5.png;23224_Screenshot_20260113_105929_Hero_Wars__R5.png;HW_HERO_0036;Nébula;ACCEPTED;0.967937;0.087248;o Nebula;0.8954348845039429;HIGH;HW_HERO_0036;Nébula;Nébula;VISUAL_ALIAS_EDGE_NOISE;1.0;o nebula;nebula;CONFIRMED;HW_HERO_0036;Nébula;0
23860;L;1;23860_Screenshot_20260203_143010_Hero_Wars__L1.png;23860_Screenshot_20260203_143010_Hero_Wars__L1.png;HW_HERO_0018;Iris;ACCEPTED;0.961463;0.071685;Iris i;0.911120404113197;HIGH;HW_HERO_0018;Iris;Iris;VISUAL_ALIAS_EDGE_NOISE;1.0;iris i;iris;CONFIRMED;HW_HERO_0018;Iris;0
23860;L;2;23860_Screenshot_20260203_143010_Hero_Wars__L2.png;23860_Screenshot_20260203_143010_Hero_Wars__L2.png;HW_HERO_0037;Octavia;ACCEPTED;0.97962;0.087041;Octavia;0.99957035288068;HIGH;HW_HERO_0037;Octavia;Octavia;EXACT_ALIAS;1.0;octavia;octavia;CONFIRMED;HW_HERO_0037;Octavia;0
23860;L;3;23860_Screenshot_20260203_143010_Hero_Wars__L3.png;23860_Screenshot_20260203_143010_Hero_Wars__L3.png;HW_HERO_0010;Dante;ACCEPTED;0.942808;0.053259;Dante I ù;0.755537271153285;MEDIUM;;;Dante;NO_MATCH;0.7142857142857143;dante i u;;VISUAL_ONLY;HW_HERO_0010;Dante;0
23860;L;4;23860_Screenshot_20260203_143010_Hero_Wars__L4.png;23860_Screenshot_20260203_143010_Hero_Wars__L4.png;HW_HERO_0044;Rufus;ACCEPTED;0.951344;0.080751;Rufus i;0.8613192178966896;HIGH;HW_HERO_0044;Rufus;Rufus;VISUAL_ALIAS_EDGE_NOISE;1.0;rufus i;rufus;CONFIRMED;HW_HERO_0044;Rufus;0
23860;L;5;23860_Screenshot_20260203_143010_Hero_Wars__L5.png;23860_Screenshot_20260203_143010_Hero_Wars__L5.png;HW_HERO_0030;Lian;ACCEPTED;0.966816;0.077191;Lian;0.9980376958847046;HIGH;HW_HERO_0030;Lian;Lian;EXACT_ALIAS;1.0;lian;lian;CONFIRMED;HW_HERO_0030;Lian;0
23860;R;1;23860_Screenshot_20260203_143010_Hero_Wars__R1.png;23860_Screenshot_20260203_143010_Hero_Wars__R1.png;HW_HERO_0018;Iris;ACCEPTED;0.98771;0.077364;A Iris;0.8225242377374415;MEDIUM;;;Iris;NO_MATCH;0.8;a iris;;VISUAL_ONLY;HW_HERO_0018;Iris;0
23860;R;2;23860_Screenshot_20260203_143010_Hero_Wars__R2.png;23860_Screenshot_20260203_143010_Hero_Wars__R2.png;HW_HERO_0047;Soleil;ACCEPTED;0.954112;0.091488;o Soleil;0.8955979228524843;HIGH;HW_HERO_0047;Soleil;Soleil;VISUAL_ALIAS_EDGE_NOISE;1.0;o soleil;soleil;CONFIRMED;HW_HERO_0047;Soleil;0
23860;R;3;23860_Screenshot_20260203_143010_Hero_Wars__R3.png;23860_Screenshot_20260203_143010_Hero_Wars__R3.png;HW_HERO_0049;Tempus;ACCEPTED;0.98585;0.109579;Z Tempus;0.6485559795818306;MEDIUM;;;Tempus;NO_MATCH;0.8571428571428571;z tempus;;VISUAL_ONLY;HW_HERO_0049;Tempus;0
23860;R;4;23860_Screenshot_20260203_143010_Hero_Wars__R4.png;23860_Screenshot_20260203_143010_Hero_Wars__R4.png;HW_HERO_0042;Polaris;ACCEPTED;0.980882;0.109097;B Polaris;0.7184458365308428;MEDIUM;;;Polaris;NO_MATCH;0.875;b polaris;;VISUAL_ONLY;HW_HERO_0042;Polaris;0
23860;R;5;23860_Screenshot_20260203_143010_Hero_Wars__R5.png;23860_Screenshot_20260203_143010_Hero_Wars__R5.png;HW_HERO_0003;Astaroth;ACCEPTED;0.904253;0.111358;I Astaroth;0.971885732821967;HIGH;HW_HERO_0003;Astaroth;Astaroth;VISUAL_ALIAS_EDGE_NOISE;1.0;i astaroth;astaroth;CONFIRMED;HW_HERO_0003;Astaroth;0
24060;L;1;24060_Screenshot_2026-01-30-18-53-45-287_com.nexters.herowars__L1.png;24060_Screenshot_2026-01-30-18-53-45-287_com.nexters.herowars__L1.png;HW_HERO_0007;Champi et Gnon;ACCEPTED;0.982684;0.086377;Champi et Gnon;0.9747383156830581;HIGH;HW_HERO_0007;Champi et Gnon;Champi et Gnon;EXACT_ALIAS;1.0;champi et gnon;champi et gnon;CONFIRMED;HW_HERO_0007;Champi et Gnon;0
24060;L;2;24060_Screenshot_2026-01-30-18-53-45-287_com.nexters.herowars__L2.png;24060_Screenshot_2026-01-30-18-53-45-287_com.nexters.herowars__L2.png;HW_HERO_0037;Octavia;ACCEPTED;0.971043;0.091145;Octavia;0.7871063071140786;MEDIUM;HW_HERO_0037;Octavia;Octavia;EXACT_ALIAS;1.0;octavia;octavia;CONFIRMED;HW_HERO_0037;Octavia;0
24060;L;3;24060_Screenshot_2026-01-30-18-53-45-287_com.nexters.herowars__L3.png;24060_Screenshot_2026-01-30-18-53-45-287_com.nexters.herowars__L3.png;HW_HERO_0004;Byrna;ACCEPTED;0.982736;0.129636;Byrna;0.9999714780239657;HIGH;HW_HERO_0004;Byrna;Byrna;EXACT_ALIAS;1.0;byrna;byrna;CONFIRMED;HW_HERO_0004;Byrna;0
24060;L;4;24060_Screenshot_2026-01-30-18-53-45-287_com.nexters.herowars__L4.png;24060_Screenshot_2026-01-30-18-53-45-287_com.nexters.herowars__L4.png;HW_HERO_0017;Guus;ACCEPTED;0.97659;0.138766;Guus;0.9999797344207764;HIGH;HW_HERO_0017;Guus;Guus;EXACT_ALIAS;1.0;guus;guus;CONFIRMED;HW_HERO_0017;Guus;0
24060;L;5;24060_Screenshot_2026-01-30-18-53-45-287_com.nexters.herowars__L5.png;24060_Screenshot_2026-01-30-18-53-45-287_com.nexters.herowars__L5.png;HW_HERO_0001;Aidan;ACCEPTED;0.976599;0.099827;Aidan;0.6090164397466833;MEDIUM;HW_HERO_0001;Aidan;Aidan;EXACT_ALIAS;1.0;aidan;aidan;CONFIRMED;HW_HERO_0001;Aidan;0
24060;R;1;24060_Screenshot_2026-01-30-18-53-45-287_com.nexters.herowars__R1.png;24060_Screenshot_2026-01-30-18-53-45-287_com.nexters.herowars__R1.png;HW_HERO_0018;Iris;ACCEPTED;0.959142;0.056069;Pa Iris;0.6685733916181001;MEDIUM;;;Iris;NO_MATCH;0.7272727272727273;pa iris;;VISUAL_ONLY;HW_HERO_0018;Iris;0
24060;R;2;24060_Screenshot_2026-01-30-18-53-45-287_com.nexters.herowars__R2.png;24060_Screenshot_2026-01-30-18-53-45-287_com.nexters.herowars__R2.png;HW_HERO_0026;Kayla;ACCEPTED;0.935313;0.050287;Kayla;0.9999532452338343;HIGH;HW_HERO_0026;Kayla;Kayla;EXACT_ALIAS;1.0;kayla;kayla;CONFIRMED;HW_HERO_0026;Kayla;0
24060;R;3;24060_Screenshot_2026-01-30-18-53-45-287_com.nexters.herowars__R3.png;24060_Screenshot_2026-01-30-18-53-45-287_com.nexters.herowars__R3.png;HW_HERO_0012;Electra von Grave;ACCEPTED;0.967735;0.07857;Electra von Grave;0.7576937409819725;MEDIUM;HW_HERO_0012;Electra von Grave;Electra von Grave;EXACT_ALIAS;1.0;electra von grave;electra von grave;CONFIRMED;HW_HERO_0012;Electra von Grave;0
24060;R;4;24060_Screenshot_2026-01-30-18-53-45-287_com.nexters.herowars__R4.png;24060_Screenshot_2026-01-30-18-53-45-287_com.nexters.herowars__R4.png;HW_HERO_0049;Tempus;ACCEPTED;0.971145;0.113384;Tempus;0.9999745470921265;HIGH;HW_HERO_0049;Tempus;Tempus;EXACT_ALIAS;1.0;tempus;tempus;CONFIRMED;HW_HERO_0049;Tempus;0
24060;R;5;24060_Screenshot_2026-01-30-18-53-45-287_com.nexters.herowars__R5.png;24060_Screenshot_2026-01-30-18-53-45-287_com.nexters.herowars__R5.png;HW_HERO_0001;Aidan;ACCEPTED;0.975399;0.101029;Aidan;0.9999704117800089;HIGH;HW_HERO_0001;Aidan;Aidan;EXACT_ALIAS;1.0;aidan;aidan;CONFIRMED;HW_HERO_0001;Aidan;0
24246;L;1;24246_IMG_3659__L1.png;24246_IMG_3659__L1.png;HW_HERO_0045;Satori;ACCEPTED;0.96085;0.058857;Satori;0.9999817011746336;HIGH;HW_HERO_0045;Satori;Satori;EXACT_ALIAS;1.0;satori;satori;CONFIRMED;HW_HERO_0045;Satori;0
24246;L;2;24246_IMG_3659__L2.png;24246_IMG_3659__L2.png;HW_HERO_0014;Folio;ACCEPTED;0.963158;0.129718;Folio;0.789462100376206;MEDIUM;HW_HERO_0014;Folio;Folio;EXACT_ALIAS;1.0;folio;folio;CONFIRMED;HW_HERO_0014;Folio;0
24246;L;3;24246_IMG_3659__L3.png;24246_IMG_3659__L3.png;HW_HERO_0004;Byrna;ACCEPTED;0.96486;0.105451;Byrna;0.9999811808378045;HIGH;HW_HERO_0004;Byrna;Byrna;EXACT_ALIAS;1.0;byrna;byrna;CONFIRMED;HW_HERO_0004;Byrna;0
24246;L;4;24246_IMG_3659__L4.png;24246_IMG_3659__L4.png;HW_HERO_0042;Polaris;ACCEPTED;0.940006;0.05355;Polaris;0.9999863477363906;HIGH;HW_HERO_0042;Polaris;Polaris;EXACT_ALIAS;1.0;polaris;polaris;CONFIRMED;HW_HERO_0042;Polaris;0
24246;L;5;24246_IMG_3659__L5.png;24246_IMG_3659__L5.png;HW_HERO_0001;Aidan;ACCEPTED;0.979078;0.101237;Aidan;0.9999715846483539;HIGH;HW_HERO_0001;Aidan;Aidan;EXACT_ALIAS;1.0;aidan;aidan;CONFIRMED;HW_HERO_0001;Aidan;0
24246;R;1;24246_IMG_3659__R1.png;24246_IMG_3659__R1.png;HW_HERO_0052;Yasmine;ACCEPTED;0.96828;0.086378;Yasmine T;0.8821041512317485;HIGH;HW_HERO_0052;Yasmine;Yasmine;VISUAL_ALIAS_EDGE_NOISE;1.0;yasmine t;yasmine;CONFIRMED;HW_HERO_0052;Yasmine;0
24246;R;2;24246_IMG_3659__R2.png;24246_IMG_3659__R2.png;HW_HERO_0004;Byrna;ACCEPTED;0.97086;0.103663;Byrna;0.9998970005609025;HIGH;HW_HERO_0004;Byrna;Byrna;EXACT_ALIAS;1.0;byrna;byrna;CONFIRMED;HW_HERO_0004;Byrna;0
24246;R;3;24246_IMG_3659__R3.png;24246_IMG_3659__R3.png;HW_HERO_0024;Julius;ACCEPTED;0.963868;0.140411;Julius;0.9999983939890842;HIGH;HW_HERO_0024;Julius;Julius;EXACT_ALIAS;1.0;julius;julius;CONFIRMED;HW_HERO_0024;Julius;0
24246;R;4;24246_IMG_3659__R4.png;24246_IMG_3659__R4.png;HW_HERO_0017;Guus;ACCEPTED;0.967903;0.13858;Guus;0.9998727440834045;HIGH;HW_HERO_0017;Guus;Guus;EXACT_ALIAS;1.0;guus;guus;CONFIRMED;HW_HERO_0017;Guus;0
24246;R;5;24246_IMG_3659__R5.png;24246_IMG_3659__R5.png;HW_HERO_0037;Octavia;ACCEPTED;0.970683;0.08533;Octavia;0.9998149909399189;HIGH;HW_HERO_0037;Octavia;Octavia;EXACT_ALIAS;1.0;octavia;octavia;CONFIRMED;HW_HERO_0037;Octavia;0
24360;L;1;24360_Screenshot_20260211_231426_Hero_Wars__L1.png;24360_Screenshot_20260211_231426_Hero_Wars__L1.png;HW_HERO_0018;Iris;ACCEPTED;0.980377;0.086648;Iris I;0.8217063573640759;MEDIUM;;;Iris;NO_MATCH;0.8;iris i;;VISUAL_ONLY;HW_HERO_0018;Iris;0
24360;L;2;24360_Screenshot_20260211_231426_Hero_Wars__L2.png;24360_Screenshot_20260211_231426_Hero_Wars__L2.png;HW_HERO_0052;Yasmine;ACCEPTED;0.974572;0.083113;Yasmine I;0.8999420862990504;HIGH;HW_HERO_0052;Yasmine;Yasmine;VISUAL_ALIAS_EDGE_NOISE;1.0;yasmine i;yasmine;CONFIRMED;HW_HERO_0052;Yasmine;0
24360;L;3;24360_Screenshot_20260211_231426_Hero_Wars__L3.png;24360_Screenshot_20260211_231426_Hero_Wars__L3.png;HW_HERO_0039;Oya;ACCEPTED;0.956252;0.090769;Oya;0.9992797069196557;HIGH;HW_HERO_0039;Oya;Oya;EXACT_ALIAS;1.0;oya;oya;CONFIRMED;HW_HERO_0039;Oya;0
24360;L;4;24360_Screenshot_20260211_231426_Hero_Wars__L4.png;24360_Screenshot_20260211_231426_Hero_Wars__L4.png;HW_HERO_0048;Somna;ACCEPTED;0.960527;0.090042;Somna;0.9998687448022977;HIGH;HW_HERO_0048;Somna;Somna;EXACT_ALIAS;1.0;somna;somna;CONFIRMED;HW_HERO_0048;Somna;0
24360;L;5;24360_Screenshot_20260211_231426_Hero_Wars__L5.png;24360_Screenshot_20260211_231426_Hero_Wars__L5.png;HW_HERO_0003;Astaroth;REVIEW;0.895248;0.104466;Astaroth;0.9449125023214026;HIGH;HW_HERO_0003;Astaroth;Astaroth;EXACT_ALIAS;1.0;astaroth;astaroth;RESCUED_BY_OCR;HW_HERO_0003;Astaroth;0
24360;R;1;24360_Screenshot_20260211_231426_Hero_Wars__R1.png;24360_Screenshot_20260211_231426_Hero_Wars__R1.png;HW_HERO_0014;Folio;ACCEPTED;0.970626;0.10696;A Folio;0.8503651142959199;HIGH;HW_HERO_0014;Folio;Folio;VISUAL_ALIAS_EDGE_NOISE;1.0;a folio;folio;CONFIRMED;HW_HERO_0014;Folio;0
24360;R;2;24360_Screenshot_20260211_231426_Hero_Wars__R2.png;24360_Screenshot_20260211_231426_Hero_Wars__R2.png;HW_HERO_0026;Kayla;ACCEPTED;0.961593;0.079785;z Kayla;0.871216592861556;HIGH;HW_HERO_0026;Kayla;Kayla;VISUAL_ALIAS_EDGE_NOISE;1.0;z kayla;kayla;CONFIRMED;HW_HERO_0026;Kayla;0
24360;R;3;24360_Screenshot_20260211_231426_Hero_Wars__R3.png;24360_Screenshot_20260211_231426_Hero_Wars__R3.png;HW_HERO_0024;Julius;ACCEPTED;0.970528;0.136223;Z Julius;0.8813485146566321;HIGH;HW_HERO_0024;Julius;Julius;VISUAL_ALIAS_EDGE_NOISE;1.0;z julius;julius;CONFIRMED;HW_HERO_0024;Julius;0
24360;R;4;24360_Screenshot_20260211_231426_Hero_Wars__R4.png;24360_Screenshot_20260211_231426_Hero_Wars__R4.png;HW_HERO_0039;Oya;ACCEPTED;0.952473;0.072625;Ó Oya;0.7839113543984754;MEDIUM;;;Oya;NO_MATCH;0.75;o oya;;VISUAL_ONLY;HW_HERO_0039;Oya;0
24360;R;5;24360_Screenshot_20260211_231426_Hero_Wars__R5.png;24360_Screenshot_20260211_231426_Hero_Wars__R5.png;HW_HERO_0001;Aidan;ACCEPTED;0.97568;0.087436;g Aidan;0.9772678014346478;HIGH;HW_HERO_0001;Aidan;Aidan;VISUAL_ALIAS_EDGE_NOISE;1.0;g aidan;aidan;CONFIRMED;HW_HERO_0001;Aidan;0
24378;L;1;24378_Screenshot_20260201-061141__L1.png;24378_Screenshot_20260201-061141__L1.png;HW_HERO_0018;Iris;ACCEPTED;0.96109;0.062289;Iris;0.9993966221809387;HIGH;HW_HERO_0018;Iris;Iris;EXACT_ALIAS;1.0;iris;iris;CONFIRMED;HW_HERO_0018;Iris;0
24378;L;2;24378_Screenshot_20260201-061141__L2.png;24378_Screenshot_20260201-061141__L2.png;HW_HERO_0014;Folio;ACCEPTED;0.953501;0.127607;Folio;0.999990510456016;HIGH;HW_HERO_0014;Folio;Folio;EXACT_ALIAS;1.0;folio;folio;CONFIRMED;HW_HERO_0014;Folio;0
24378;L;3;24378_Screenshot_20260201-061141__L3.png;24378_Screenshot_20260201-061141__L3.png;HW_HERO_0008;Corvus;ACCEPTED;0.968687;0.113303;Corvus;0.7839822492399878;MEDIUM;HW_HERO_0008;Corvus;Corvus;EXACT_ALIAS;1.0;corvus;corvus;CONFIRMED;HW_HERO_0008;Corvus;0
24378;L;4;24378_Screenshot_20260201-061141__L4.png;24378_Screenshot_20260201-061141__L4.png;HW_HERO_0048;Somna;ACCEPTED;0.924755;0.096916;Somna;0.9824225215225721;HIGH;HW_HERO_0048;Somna;Somna;EXACT_ALIAS;1.0;somna;somna;CONFIRMED;HW_HERO_0048;Somna;0
