screenshot_id;side;slot;avatar_file;name_file;visual_hero_uid;visual_hero_name;visual_status;visual_similarity;visual_margin;ocr_text;ocr_confidence;ocr_status;ocr_matched_hero_uid;ocr_matched_hero_name;ocr_matched_alias;ocr_match_method;ocr_match_score;ocr_alias_key;decision;final_hero_uid;final_hero_name;review_required
23796;L;1;23796_Screenshot_20260202_005206_Hero_Wars__L1.png;23796_Screenshot_20260202_005206_Hero_Wars__L1.png;HW_HERO_0018;Iris;ACCEPTED;0.96144;0.070383;Iris;0.9996962547302246;HIGH;HW_HERO_0018;Iris;Iris;EXACT_ALIAS;1.0;iris;CONFIRMED;HW_HERO_0018;Iris;0
23796;L;2;23796_Screenshot_20260202_005206_Hero_Wars__L2.png;23796_Screenshot_20260202_005206_Hero_Wars__L2.png;HW_HERO_0024;Julius;ACCEPTED;0.976039;0.141831;Julius;0.9999975666499012;HIGH;HW_HERO_0024;Julius;Julius;EXACT_ALIAS;1.0;julius;CONFIRMED;HW_HERO_0024;Julius;0
23796;L;3;23796_Screenshot_20260202_005206_Hero_Wars__L3.png;23796_Screenshot_20260202_005206_Hero_Wars__L3.png;HW_HERO_0023;Juge;ACCEPTED;0.958506;0.140825;Juge;0.9746282260227135;HIGH;HW_HERO_0023;Juge;Juge;EXACT_ALIAS;1.0;juge;CONFIRMED;HW_HERO_0023;Juge;0
23796;L;4;23796_Screenshot_20260202_005206_Hero_Wars__L4.png;23796_Screenshot_20260202_005206_Hero_Wars__L4.png;HW_HERO_0042;Polaris;ACCEPTED;0.976032;0.100426;Polaris;0.9999891863308095;HIGH;HW_HERO_0042;Polaris;Polaris;EXACT_ALIAS;1.0;polaris;CONFIRMED;HW_HERO_0042;Polaris;0
23796;L;5;23796_Screenshot_20260202_005206_Hero_Wars__L5.png;23796_Screenshot_20260202_005206_Hero_Wars__L5.png;HW_HERO_0049;Tempus;ACCEPTED;0.95961;0.097218;Tempus;0.9999643756216834;HIGH;HW_HERO_0049;Tempus;Tempus;EXACT_ALIAS;1.0;tempus;CONFIRMED;HW_HERO_0049;Tempus;0
23796;R;1;23796_Screenshot_20260202_005206_Hero_Wars__R1.png;23796_Screenshot_20260202_005206_Hero_Wars__R1.png;HW_HERO_0051;Xe'Sha;ACCEPTED;0.970858;0.101845;Xe'Sha;0.9997721839935642;HIGH;HW_HERO_0051;Xe'Sha;Xe'Sha;EXACT_ALIAS;1.0;xe sha;CONFIRMED;HW_HERO_0051;Xe'Sha;0
23796;R;2;23796_Screenshot_20260202_005206_Hero_Wars__R2.png;23796_Screenshot_20260202_005206_Hero_Wars__R2.png;HW_HERO_0048;Somna;ACCEPTED;0.958051;0.10901;Somna;0.9999059570835804;HIGH;HW_HERO_0048;Somna;Somna;EXACT_ALIAS;1.0;somna;CONFIRMED;HW_HERO_0048;Somna;0
23796;R;3;23796_Screenshot_20260202_005206_Hero_Wars__R3.png;23796_Screenshot_20260202_005206_Hero_Wars__R3.png;HW_HERO_0003;Astaroth;ACCEPTED;0.918808;0.138647;Astaroth;0.9999884938829374;HIGH;HW_HERO_0003;Astaroth;Astaroth;EXACT_ALIAS;1.0;astaroth;CONFIRMED;HW_HERO_0003;Astaroth;0
23796;R;4;23796_Screenshot_20260202_005206_Hero_Wars__R4.png;23796_Screenshot_20260202_005206_Hero_Wars__R4.png;HW_HERO_0049;Tempus;ACCEPTED;0.969387;0.108848;Tempus;0.9999323523715056;HIGH;HW_HERO_0049;Tempus;Tempus;EXACT_ALIAS;1.0;tempus;CONFIRMED;HW_HERO_0049;Tempus;0
23796;R;5;23796_Screenshot_20260202_005206_Hero_Wars__R5.png;23796_Screenshot_20260202_005206_Hero_Wars__R5.png;HW_HERO_0018;Iris;REVIEW;0.860317;0.004725;Amira;0.9999708382776078;HIGH;;;Aidan;NO_MATCH;0.6;amira;UNRESOLVED_OCR_TEXT;;;1
24054;L;1;24054_Screenshot_2026-02-01-02-25-51-718_com.nexters.herowars__L1.png;24054_Screenshot_2026-02-01-02-25-51-718_com.nexters.herowars__L1.png;HW_HERO_0014;Folio;ACCEPTED;0.967555;0.108761;Folio;0.9999910968888175;HIGH;HW_HERO_0014;Folio;Folio;EXACT_ALIAS;1.0;folio;CONFIRMED;HW_HERO_0014;Folio;0
24054;L;2;24054_Screenshot_2026-02-01-02-25-51-718_com.nexters.herowars__L2.png;24054_Screenshot_2026-02-01-02-25-51-718_com.nexters.herowars__L2.png;HW_HERO_0017;Guus;REVIEW;0.831154;0.040659;Cornélius;0.9998981529370438;HIGH;;;Corvus;NO_MATCH;0.6666666666666666;cornelius;UNRESOLVED_OCR_TEXT;;;1
24054;L;3;24054_Screenshot_2026-02-01-02-25-51-718_com.nexters.herowars__L3.png;24054_Screenshot_2026-02-01-02-25-51-718_com.nexters.herowars__L3.png;HW_HERO_0037;Octavia;ACCEPTED;0.979071;0.114793;Octavia;0.8043870984460307;MEDIUM;HW_HERO_0037;Octavia;Octavia;EXACT_ALIAS;1.0;octavia;CONFIRMED;HW_HERO_0037;Octavia;0
24054;L;4;24054_Screenshot_2026-02-01-02-25-51-718_com.nexters.herowars__L4.png;24054_Screenshot_2026-02-01-02-25-51-718_com.nexters.herowars__L4.png;HW_HERO_0017;Guus;ACCEPTED;0.979708;0.143925;Guus;0.9993436503542469;HIGH;HW_HERO_0017;Guus;Guus;EXACT_ALIAS;1.0;guus;CONFIRMED;HW_HERO_0017;Guus;0
24054;L;5;24054_Screenshot_2026-02-01-02-25-51-718_com.nexters.herowars__L5.png;24054_Screenshot_2026-02-01-02-25-51-718_com.nexters.herowars__L5.png;HW_HERO_0001;Aidan;ACCEPTED;0.976791;0.113256;Aidan;0.9999551644767486;HIGH;HW_HERO_0001;Aidan;Aidan;EXACT_ALIAS;1.0;aidan;CONFIRMED;HW_HERO_0001;Aidan;0
24054;R;1;24054_Screenshot_2026-02-01-02-25-51-718_com.nexters.herowars__R1.png;24054_Screenshot_2026-02-01-02-25-51-718_com.nexters.herowars__R1.png;HW_HERO_0018;Iris;ACCEPTED;0.95582;0.066293;Iris;0.9994602799415588;HIGH;HW_HERO_0018;Iris;Iris;EXACT_ALIAS;1.0;iris;CONFIRMED;HW_HERO_0018;Iris;0
24054;R;2;24054_Screenshot_2026-02-01-02-25-51-718_com.nexters.herowars__R2.png;24054_Screenshot_2026-02-01-02-25-51-718_com.nexters.herowars__R2.png;HW_HERO_0014;Folio;ACCEPTED;0.963154;0.107683;Folio;0.9999862454889655;HIGH;HW_HERO_0014;Folio;Folio;EXACT_ALIAS;1.0;folio;CONFIRMED;HW_HERO_0014;Folio;0
24054;R;3;24054_Screenshot_2026-02-01-02-25-51-718_com.nexters.herowars__R3.png;24054_Screenshot_2026-02-01-02-25-51-718_com.nexters.herowars__R3.png;HW_HERO_0012;Electra von Grave;ACCEPTED;0.964405;0.088265;Electra von Grave;0.6894591463100157;MEDIUM;HW_HERO_0012;Electra von Grave;Electra von Grave;EXACT_ALIAS;1.0;electra von grave;CONFIRMED;HW_HERO_0012;Electra von Grave;0
24054;R;4;24054_Screenshot_2026-02-01-02-25-51-718_com.nexters.herowars__R4.png;24054_Screenshot_2026-02-01-02-25-51-718_com.nexters.herowars__R4.png;HW_HERO_0048;Somna;ACCEPTED;0.948252;0.109472;Somna;0.9998088742702802;HIGH;HW_HERO_0048;Somna;Somna;EXACT_ALIAS;1.0;somna;CONFIRMED;HW_HERO_0048;Somna;0
24054;R;5;24054_Screenshot_2026-02-01-02-25-51-718_com.nexters.herowars__R5.png;24054_Screenshot_2026-02-01-02-25-51-718_com.nexters.herowars__R5.png;HW_HERO_0042;Polaris;ACCEPTED;0.97482;0.110588;Polaris;0.999988600589317;HIGH;HW_HERO_0042;Polaris;Polaris;EXACT_ALIAS;1.0;polaris;CONFIRMED;HW_HERO_0042;Polaris;0
24073;L;1;24073_Screenshot_20260206_234151_Hero_Wars__L1.png;24073_Screenshot_20260206_234151_Hero_Wars__L1.png;HW_HERO_0018;Iris;ACCEPTED;0.978164;0.089672;Iris;0.9991073608398438;HIGH;HW_HERO_0018;Iris;Iris;EXACT_ALIAS;1.0;iris;CONFIRMED;HW_HERO_0018;Iris;0
24073;L;2;24073_Screenshot_20260206_234151_Hero_Wars__L2.png;24073_Screenshot_20260206_234151_Hero_Wars__L2.png;HW_HERO_0052;Yasmine;ACCEPTED;0.970768;0.082507;Yasmine;0.9999961251062139;HIGH;HW_HERO_0052;Yasmine;Yasmine;EXACT_ALIAS;1.0;yasmine;CONFIRMED;HW_HERO_0052;Yasmine;0
24073;L;3;24073_Screenshot_20260206_234151_Hero_Wars__L3.png;24073_Screenshot_20260206_234151_Hero_Wars__L3.png;HW_HERO_0039;Oya;ACCEPTED;0.954063;0.095157;Oya;0.9994455622441348;HIGH;HW_HERO_0039;Oya;Oya;EXACT_ALIAS;1.0;oya;CONFIRMED;HW_HERO_0039;Oya;0
24073;L;4;24073_Screenshot_20260206_234151_Hero_Wars__L4.png;24073_Screenshot_20260206_234151_Hero_Wars__L4.png;HW_HERO_0048;Somna;ACCEPTED;0.968514;0.129577;Somna;0.9998695978077107;HIGH;HW_HERO_0048;Somna;Somna;EXACT_ALIAS;1.0;somna;CONFIRMED;HW_HERO_0048;Somna;0
24073;L;5;24073_Screenshot_20260206_234151_Hero_Wars__L5.png;24073_Screenshot_20260206_234151_Hero_Wars__L5.png;HW_HERO_0003;Astaroth;REVIEW;0.898719;0.110603;Astaroth;0.9999879038241739;HIGH;HW_HERO_0003;Astaroth;Astaroth;EXACT_ALIAS;1.0;astaroth;RESCUED_BY_OCR;HW_HERO_0003;Astaroth;0
24073;R;1;24073_Screenshot_20260206_234151_Hero_Wars__R1.png;24073_Screenshot_20260206_234151_Hero_Wars__R1.png;HW_HERO_0026;Kayla;ACCEPTED;0.961269;0.089154;Kayla;0.9999470076913598;HIGH;HW_HERO_0026;Kayla;Kayla;EXACT_ALIAS;1.0;kayla;CONFIRMED;HW_HERO_0026;Kayla;0
24073;R;2;24073_Screenshot_20260206_234151_Hero_Wars__R2.png;24073_Screenshot_20260206_234151_Hero_Wars__R2.png;HW_HERO_0040;Peech;ACCEPTED;0.950579;0.05589;Peech;0.9999948287329671;HIGH;HW_HERO_0040;Peech;Peech;EXACT_ALIAS;1.0;peech;CONFIRMED;HW_HERO_0040;Peech;0
24073;R;3;24073_Screenshot_20260206_234151_Hero_Wars__R3.png;24073_Screenshot_20260206_234151_Hero_Wars__R3.png;HW_HERO_0003;Astaroth;ACCEPTED;0.900544;0.11557;Astaroth;0.999980275194318;HIGH;HW_HERO_0003;Astaroth;Astaroth;EXACT_ALIAS;1.0;astaroth;CONFIRMED;HW_HERO_0003;Astaroth;0
24073;R;4;24073_Screenshot_20260206_234151_Hero_Wars__R4.png;24073_Screenshot_20260206_234151_Hero_Wars__R4.png;HW_HERO_0017;Guus;ACCEPTED;0.977136;0.133826;Guus;0.9779950104960676;HIGH;HW_HERO_0017;Guus;Guus;EXACT_ALIAS;1.0;guus;CONFIRMED;HW_HERO_0017;Guus;0
24073;R;5;24073_Screenshot_20260206_234151_Hero_Wars__R5.png;24073_Screenshot_20260206_234151_Hero_Wars__R5.png;HW_HERO_0001;Aidan;ACCEPTED;0.980552;0.121631;Aidan;0.8443414545896017;MEDIUM;HW_HERO_0001;Aidan;Aidan;EXACT_ALIAS;1.0;aidan;CONFIRMED;HW_HERO_0001;Aidan;0
24109;L;1;24109_IMG_0216__L1.png;24109_IMG_0216__L1.png;HW_HERO_0016;Ginger;ACCEPTED;0.970656;0.091489;Ginger;0.9999968366446121;HIGH;HW_HERO_0016;Ginger;Ginger;EXACT_ALIAS;1.0;ginger;CONFIRMED;HW_HERO_0016;Ginger;0
24109;L;2;24109_IMG_0216__L2.png;24109_IMG_0216__L2.png;HW_HERO_0005;Cascade;REVIEW;0.822363;0.000421;Isaac;0.9996003637089201;HIGH;;;Ishmaël;NO_MATCH;0.5;isaac;UNRESOLVED_OCR_TEXT;;;1
24109;L;3;24109_IMG_0216__L3.png;24109_IMG_0216__L3.png;HW_HERO_0024;Julius;ACCEPTED;0.96751;0.122354;Julius;0.8142856033740248;MEDIUM;HW_HERO_0024;Julius;Julius;EXACT_ALIAS;1.0;julius;CONFIRMED;HW_HERO_0024;Julius;0
24109;L;4;24109_IMG_0216__L4.png;24109_IMG_0216__L4.png;HW_HERO_0023;Juge;ACCEPTED;0.951795;0.123349;Judge;0.9999968545905313;HIGH;;;Juge;NO_MATCH;0.8888888888888888;judge;NEW_ALIAS_CANDIDATE;HW_HERO_0023;Juge;1
24109;L;5;24109_IMG_0216__L5.png;24109_IMG_0216__L5.png;HW_HERO_0036;Nébula;ACCEPTED;0.971187;0.094673;Nebula;0.999879255562765;HIGH;HW_HERO_0036;Nébula;Nébula;EXACT_ALIAS;1.0;nebula;CONFIRMED;HW_HERO_0036;Nébula;0
24109;R;1;24109_IMG_0216__R1.png;24109_IMG_0216__R1.png;HW_HERO_0027;Keira;ACCEPTED;0.958522;0.093596;Keira;0.999991310137099;HIGH;HW_HERO_0027;Keira;Keira;EXACT_ALIAS;1.0;keira;CONFIRMED;HW_HERO_0027;Keira;0
24109;R;2;24109_IMG_0216__R2.png;24109_IMG_0216__R2.png;HW_HERO_0003;Astaroth;ACCEPTED;0.949667;0.175636;Astaroth;0.9589900365187461;HIGH;HW_HERO_0003;Astaroth;Astaroth;EXACT_ALIAS;1.0;astaroth;CONFIRMED;HW_HERO_0003;Astaroth;0
24109;R;3;24109_IMG_0216__R3.png;24109_IMG_0216__R3.png;HW_HERO_0033;Maya;REVIEW;0.899366;0.034485;Maya;0.9999496936798096;HIGH;HW_HERO_0033;Maya;Maya;EXACT_ALIAS;1.0;maya;RESCUED_BY_OCR;HW_HERO_0033;Maya;0
24109;R;4;24109_IMG_0216__R4.png;24109_IMG_0216__R4.png;HW_HERO_0022;Jorgen;ACCEPTED;0.947939;0.100998;Jorgen;0.5937456780923175;LOW;HW_HERO_0022;Jorgen;Jorgen;EXACT_ALIAS;1.0;jorgen;CONFIRMED;HW_HERO_0022;Jorgen;0
24109;R;5;24109_IMG_0216__R5.png;24109_IMG_0216__R5.png;HW_HERO_0005;Cascade;ACCEPTED;0.959193;0.09183;Cascade;0.9999653961256877;HIGH;HW_HERO_0005;Cascade;Cascade;EXACT_ALIAS;1.0;cascade;CONFIRMED;HW_HERO_0005;Cascade;0
24231;L;1;24231_IMG_3632__L1.png;24231_IMG_3632__L1.png;HW_HERO_0018;Iris;ACCEPTED;0.972386;0.086391;Iris;0.9989544153213501;HIGH;HW_HERO_0018;Iris;Iris;EXACT_ALIAS;1.0;iris;CONFIRMED;HW_HERO_0018;Iris;0
24231;L;2;24231_IMG_3632__L2.png;24231_IMG_3632__L2.png;HW_HERO_0010;Dante;ACCEPTED;0.969299;0.091603;Dante;0.999957830091186;HIGH;HW_HERO_0010;Dante;Dante;EXACT_ALIAS;1.0;dante;CONFIRMED;HW_HERO_0010;Dante;0
24231;L;3;24231_IMG_3632__L3.png;24231_IMG_3632__L3.png;HW_HERO_0045;Satori;REVIEW;0.878725;0.007147;Astrid and Lucas;0.8829614541914917;HIGH;;;Aidan;NO_MATCH;0.47619047619047616;astrid and lucas;UNRESOLVED_OCR_TEXT;;;1
24231;L;4;24231_IMG_3632__L4.png;24231_IMG_3632__L4.png;HW_HERO_0037;Octavia;ACCEPTED;0.953402;0.097295;Octavia;0.9998329245960927;HIGH;HW_HERO_0037;Octavia;Octavia;EXACT_ALIAS;1.0;octavia;CONFIRMED;HW_HERO_0037;Octavia;0
24231;L;5;24231_IMG_3632__L5.png;24231_IMG_3632__L5.png;HW_HERO_0036;Nébula;ACCEPTED;0.972207;0.097283;Nebula;0.9999070937486616;HIGH;HW_HERO_0036;Nébula;Nébula;EXACT_ALIAS;1.0;nebula;CONFIRMED;HW_HERO_0036;Nébula;0
24231;R;1;24231_IMG_3632__R1.png;24231_IMG_3632__R1.png;HW_HERO_0050;Tristan;ACCEPTED;0.936132;0.07887;Tristan;0.9999909886116297;HIGH;HW_HERO_0050;Tristan;Tristan;EXACT_ALIAS;1.0;tristan;CONFIRMED;HW_HERO_0050;Tristan;0
24231;R;2;24231_IMG_3632__R2.png;24231_IMG_3632__R2.png;HW_HERO_0039;Oya;ACCEPTED;0.946476;0.084702;Oya;0.9997670980897776;HIGH;HW_HERO_0039;Oya;Oya;EXACT_ALIAS;1.0;oya;CONFIRMED;HW_HERO_0039;Oya;0
24231;R;3;24231_IMG_3632__R3.png;24231_IMG_3632__R3.png;HW_HERO_0024;Julius;ACCEPTED;0.971058;0.137366;Julius;0.9999979073189952;HIGH;HW_HERO_0024;Julius;Julius;EXACT_ALIAS;1.0;julius;CONFIRMED;HW_HERO_0024;Julius;0
24231;R;4;24231_IMG_3632__R4.png;24231_IMG_3632__R4.png;HW_HERO_0026;Kayla;ACCEPTED;0.964945;0.070405;Kayla;0.9999795281615074;HIGH;HW_HERO_0026;Kayla;Kayla;EXACT_ALIAS;1.0;kayla;CONFIRMED;HW_HERO_0026;Kayla;0
24231;R;5;24231_IMG_3632__R5.png;24231_IMG_3632__R5.png;HW_HERO_0013;Fafnir;ACCEPTED;0.960392;0.138419;Fafnir;0.9999759097753955;HIGH;HW_HERO_0013;Fafnir;Fafnir;EXACT_ALIAS;1.0;fafnir;CONFIRMED;HW_HERO_0013;Fafnir;0
24489;L;1;24489_Screenshot_20260207-102123__L1.png;24489_Screenshot_20260207-102123__L1.png;HW_HERO_0014;Folio;ACCEPTED;0.955453;0.131211;Folio;0.9999860322405565;HIGH;HW_HERO_0014;Folio;Folio;EXACT_ALIAS;1.0;folio;CONFIRMED;HW_HERO_0014;Folio;0
24489;L;2;24489_Screenshot_20260207-102123__L2.png;24489_Screenshot_20260207-102123__L2.png;HW_HERO_0023;Juge;ACCEPTED;0.952846;0.111635;Juge;0.9999980926513672;HIGH;HW_HERO_0023;Juge;Juge;EXACT_ALIAS;1.0;juge;CONFIRMED;HW_HERO_0023;Juge;0
24489;L;3;24489_Screenshot_20260207-102123__L3.png;24489_Screenshot_20260207-102123__L3.png;HW_HERO_0027;Keira;REVIEW;0.826532;0.003321;Isaac;0.9997807248445032;HIGH;;;Ishmaël;NO_MATCH;0.5;isaac;UNRESOLVED_OCR_TEXT;;;1
24489;L;4;24489_Screenshot_20260207-102123__L4.png;24489_Screenshot_20260207-102123__L4.png;HW_HERO_0042;Polaris;ACCEPTED;0.952556;0.090059;Polaris;0.9999831937395408;HIGH;HW_HERO_0042;Polaris;Polaris;EXACT_ALIAS;1.0;polaris;CONFIRMED;HW_HERO_0042;Polaris;0
24489;L;5;24489_Screenshot_20260207-102123__L5.png;24489_Screenshot_20260207-102123__L5.png;HW_HERO_0024;Julius;ACCEPTED;0.97238;0.135566;Julius;0.9999979559860065;HIGH;HW_HERO_0024;Julius;Julius;EXACT_ALIAS;1.0;julius;CONFIRMED;HW_HERO_0024;Julius;0
24489;R;1;24489_Screenshot_20260207-102123__R1.png;24489_Screenshot_20260207-102123__R1.png;HW_HERO_0026;Kayla;ACCEPTED;0.981685;0.078763;Kayla;0.9999680660428322;HIGH;HW_HERO_0026;Kayla;Kayla;EXACT_ALIAS;1.0;kayla;CONFIRMED;HW_HERO_0026;Kayla;0
24489;R;2;24489_Screenshot_20260207-102123__R2.png;24489_Screenshot_20260207-102123__R2.png;HW_HERO_0024;Julius;ACCEPTED;0.965442;0.121091;Julius;0.9999965933094893;HIGH;HW_HERO_0024;Julius;Julius;EXACT_ALIAS;1.0;julius;CONFIRMED;HW_HERO_0024;Julius;0
24489;R;3;24489_Screenshot_20260207-102123__R3.png;24489_Screenshot_20260207-102123__R3.png;HW_HERO_0005;Cascade;REVIEW;0.823175;0.003393;Isaac;0.9983566576169312;HIGH;;;Ishmaël;NO_MATCH;0.5;isaac;UNRESOLVED_OCR_TEXT;;;1
24489;R;4;24489_Screenshot_20260207-102123__R4.png;24489_Screenshot_20260207-102123__R4.png;HW_HERO_0001;Aidan;ACCEPTED;0.975835;0.104589;Aidan;0.99996550705608;HIGH;HW_HERO_0001;Aidan;Aidan;EXACT_ALIAS;1.0;aidan;CONFIRMED;HW_HERO_0001;Aidan;0
24489;R;5;24489_Screenshot_20260207-102123__R5.png;24489_Screenshot_20260207-102123__R5.png;HW_HERO_0023;Juge;ACCEPTED;0.95641;0.115543;Juge;0.999998927116394;HIGH;HW_HERO_0023;Juge;Juge;EXACT_ALIAS;1.0;juge;CONFIRMED;HW_HERO_0023;Juge;0
24655;L;1;24655_Screenshot_20260213_011854_Hero_Wars__L1.png;24655_Screenshot_20260213_011854_Hero_Wars__L1.png;HW_HERO_0018;Iris;ACCEPTED;0.979118;0.088912;Iris;0.9991641044616699;HIGH;HW_HERO_0018;Iris;Iris;EXACT_ALIAS;1.0;iris;CONFIRMED;HW_HERO_0018;Iris;0
24655;L;2;24655_Screenshot_20260213_011854_Hero_Wars__L2.png;24655_Screenshot_20260213_011854_Hero_Wars__L2.png;HW_HERO_0052;Yasmine;ACCEPTED;0.974808;0.073635;Yasmine;0.9999969361308959;HIGH;HW_HERO_0052;Yasmine;Yasmine;EXACT_ALIAS;1.0;yasmine;CONFIRMED;HW_HERO_0052;Yasmine;0
24655;L;3;24655_Screenshot_20260213_011854_Hero_Wars__L3.png;24655_Screenshot_20260213_011854_Hero_Wars__L3.png;HW_HERO_0039;Oya;ACCEPTED;0.956467;0.093012;Oya;0.9996730171392967;HIGH;HW_HERO_0039;Oya;Oya;EXACT_ALIAS;1.0;oya;CONFIRMED;HW_HERO_0039;Oya;0
24655;L;4;24655_Screenshot_20260213_011854_Hero_Wars__L4.png;24655_Screenshot_20260213_011854_Hero_Wars__L4.png;HW_HERO_0048;Somna;ACCEPTED;0.963525;0.110786;Somna;0.9998676252325629;HIGH;HW_HERO_0048;Somna;Somna;EXACT_ALIAS;1.0;somna;CONFIRMED;HW_HERO_0048;Somna;0
24655;L;5;24655_Screenshot_20260213_011854_Hero_Wars__L5.png;24655_Screenshot_20260213_011854_Hero_Wars__L5.png;HW_HERO_0003;Astaroth;ACCEPTED;0.915215;0.10497;Astaroth;0.9999922449674185;HIGH;HW_HERO_0003;Astaroth;Astaroth;EXACT_ALIAS;1.0;astaroth;CONFIRMED;HW_HERO_0003;Astaroth;0
24655;R;1;24655_Screenshot_20260213_011854_Hero_Wars__R1.png;24655_Screenshot_20260213_011854_Hero_Wars__R1.png;HW_HERO_0052;Yasmine;ACCEPTED;0.966252;0.071025;Yasmine;0.9999667880549262;HIGH;HW_HERO_0052;Yasmine;Yasmine;EXACT_ALIAS;1.0;yasmine;CONFIRMED;HW_HERO_0052;Yasmine;0
24655;R;2;24655_Screenshot_20260213_011854_Hero_Wars__R2.png;24655_Screenshot_20260213_011854_Hero_Wars__R2.png;HW_HERO_0039;Oya;ACCEPTED;0.955288;0.079874;Oya;0.9996160323269659;HIGH;HW_HERO_0039;Oya;Oya;EXACT_ALIAS;1.0;oya;CONFIRMED;HW_HERO_0039;Oya;0
24655;R;3;24655_Screenshot_20260213_011854_Hero_Wars__R3.png;24655_Screenshot_20260213_011854_Hero_Wars__R3.png;HW_HERO_0048;Somna;ACCEPTED;0.969447;0.119117;Somna;0.9999161397853605;HIGH;HW_HERO_0048;Somna;Somna;EXACT_ALIAS;1.0;somna;CONFIRMED;HW_HERO_0048;Somna;0
24655;R;4;24655_Screenshot_20260213_011854_Hero_Wars__R4.png;24655_Screenshot_20260213_011854_Hero_Wars__R4.png;HW_HERO_0001;Aidan;ACCEPTED;0.97227;0.124093;Aidan;0.9999494067467012;HIGH;HW_HERO_0001;Aidan;Aidan;EXACT_ALIAS;1.0;aidan;CONFIRMED;HW_HERO_0001;Aidan;0
