avatar_file;appearance_id;technical_cluster_id;hero_id;ocr_text;ocr_confidence;ocr_status;screenshot_id;side;slot;label_source;reviewed
38234_Screenshot_20260728_193950_Hero_Wars__R4.png;electra_von_grave__appearance_01;30;electra_von_grave;Electra von Grave;0.7529598249704132;MEDIUM;38234;R;4;visual_cluster_and_ocr;0
38235_Screenshot_20260728_193758_Hero_Wars__L4.png;electra_von_grave__appearance_01;30;electra_von_grave;Electra von Grave;0.9000200544027401;HIGH;38235;L;4;visual_cluster_and_ocr;0
38235_Screenshot_20260728_193758_Hero_Wars__R3.png;electra_von_grave__appearance_01;30;electra_von_grave;Electra von Grave;0.9840731755541694;HIGH;38235;R;3;visual_cluster_and_ocr;0
2803_Screenshot_20250709-140336__L1.png;kayla__appearance_01;37;kayla;Kayla;0.9999780887335017;HIGH;2803;L;1;visual_cluster_and_ocr;0
2804_Screenshot_20250709-140324__L1.png;kayla__appearance_01;37;kayla;Kayla;0.9999780887335017;HIGH;2804;L;1;visual_cluster_and_ocr;0
2810_Screenshot_20250709-175224__L5.png;kayla__appearance_01;37;kayla;Kayla;0.9999784619185637;HIGH;2810;L;5;visual_cluster_and_ocr;0
38227_Screenshot_2026-07-28-03-54-03-254_com.nexters.herowars__R1.png;kayla__appearance_01;37;kayla;Kayla;0.9999711581507927;HIGH;38227;R;1;visual_cluster_and_ocr;0
38231_Screenshot_2026-07-24-23-35-05-086_com.nexters.herowars__R1.png;kayla__appearance_01;37;kayla;Kayla;0.9999711048385962;HIGH;38231;R;1;visual_cluster_and_ocr;0
38232_Screenshot_2026-07-24-23-30-48-292_com.nexters.herowars__L1.png;kayla__appearance_01;37;kayla;Kayla;0.9999628947563066;HIGH;38232;L;1;visual_cluster_and_ocr;0
38232_Screenshot_2026-07-24-23-30-48-292_com.nexters.herowars__R2.png;kayla__appearance_01;37;kayla;Kayla;0.9999551644767486;HIGH;38232;R;2;visual_cluster_and_ocr;0
38234_Screenshot_20260728_193950_Hero_Wars__L1.png;kayla__appearance_01;37;kayla;Kayla;0.8265274449054703;MEDIUM;38234;L;1;visual_cluster_and_ocr;0
2801_Screenshot_20250708-120939__L5.png;martha__appearance_01;11;martha;Martha;0.9999941599575274;HIGH;2801;L;5;visual_cluster_and_ocr;0
2802_Screenshot_20250708-120933__L5.png;martha__appearance_01;11;martha;Martha;0.9999941599575274;HIGH;2802;L;5;visual_cluster_and_ocr;0
2802_Screenshot_20250708-120933__R5.png;martha__appearance_01;11;martha;Martha;0.9634533891971019;HIGH;2802;R;5;visual_cluster_and_ocr;0
2805_Screenshot_20250709-125031__L5.png;martha__appearance_01;11;martha;Martha;0.9999941599575274;HIGH;2805;L;5;visual_cluster_and_ocr;0
2805_Screenshot_20250709-125031__R5.png;martha__appearance_01;11;martha;Martha;0.9634533891971019;HIGH;2805;R;5;visual_cluster_and_ocr;0
2807_Screenshot_20250709-124710__L5.png;martha__appearance_01;11;martha;Martha;0.9999941599575274;HIGH;2807;L;5;visual_cluster_and_ocr;0
2808_Screenshot_20250709-124612__L5.png;martha__appearance_01;11;martha;Martha;0.9999941599575274;HIGH;2808;L;5;visual_cluster_and_ocr;0
2803_Screenshot_20250709-140336__R2.png;lian__appearance_01;34;lian;Lian;0.9899550080299377;HIGH;2803;R;2;visual_cluster_and_ocr;0
2809_Screenshot_20250709-175158__R2.png;lian__appearance_01;34;lian;Lian;0.9899550080299377;HIGH;2809;R;2;visual_cluster_and_ocr;0
38226_Screenshot_2026-07-28-03-54-24-668_com.nexters.herowars__L2.png;lian__appearance_01;34;lian;Lian;0.9959233999252319;HIGH;38226;L;2;visual_cluster_and_ocr;0
38227_Screenshot_2026-07-28-03-54-03-254_com.nexters.herowars__L3.png;lian__appearance_01;34;lian;Lian;0.9975923299789429;HIGH;38227;L;3;visual_cluster_and_ocr;0
38230_Screenshot_2026-07-24-23-36-30-805_com.nexters.herowars__R4.png;lian__appearance_01;34;lian;Lian;0.995439350605011;HIGH;38230;R;4;visual_cluster_and_ocr;0
38231_Screenshot_2026-07-24-23-35-05-086_com.nexters.herowars__L4.png;lian__appearance_01;34;lian;Lian;0.9972763308007904;HIGH;38231;L;4;visual_cluster_and_ocr;0
38233_Screenshot_20260728_194145_Hero_Wars__R3.png;lian__appearance_01;34;lian;Lian;0.9982885122299194;HIGH;38233;R;3;visual_cluster_and_ocr;0
2803_Screenshot_20250709-140336__R1.png;polaris__appearance_01;43;polaris;Polaris;0.9999923403215568;HIGH;2803;R;1;visual_cluster_and_ocr;0
38228_Screenshot_2026-07-27-01-27-44-005_com.nexters.herowars__R4.png;polaris__appearance_01;43;polaris;Polaris;0.9284671074773787;HIGH;38228;R;4;visual_cluster_and_ocr;0
38232_Screenshot_2026-07-24-23-30-48-292_com.nexters.herowars__R3.png;polaris__appearance_01;43;polaris;Polaris;0.9999876093342314;HIGH;38232;R;3;visual_cluster_and_ocr;0
38233_Screenshot_20260728_194145_Hero_Wars__L4.png;polaris__appearance_01;43;polaris;Polaris;0.9068322785096837;HIGH;38233;L;4;visual_cluster_and_ocr;0
38233_Screenshot_20260728_194145_Hero_Wars__R5.png;polaris__appearance_01;43;polaris;Polaris;0.9999951338535366;HIGH;38233;R;5;visual_cluster_and_ocr;0
38234_Screenshot_20260728_193950_Hero_Wars__L2.png;polaris__appearance_01;43;polaris;Polaris;0.9999972515293261;HIGH;38234;L;2;visual_cluster_and_ocr;0
38235_Screenshot_20260728_193758_Hero_Wars__R2.png;polaris__appearance_01;43;polaris;Polaris;0.9998876760356626;HIGH;38235;R;2;visual_cluster_and_ocr;0
2807_Screenshot_20250709-124710__R4.png;octavia__appearance_01;46;octavia;Octavia;0.9998513988569151;HIGH;2807;R;4;visual_cluster_and_ocr;0
2810_Screenshot_20250709-175224__R5.png;octavia__appearance_01;46;octavia;Octavia;0.7248149780670021;MEDIUM;2810;R;5;visual_cluster_and_ocr;0
38228_Screenshot_2026-07-27-01-27-44-005_com.nexters.herowars__R5.png;octavia__appearance_01;46;octavia;Octavia;0.973823244440304;HIGH;38228;R;5;visual_cluster_and_ocr;0
38232_Screenshot_2026-07-24-23-30-48-292_com.nexters.herowars__L3.png;octavia__appearance_01;46;octavia;Octavia;0.9999001974109423;HIGH;38232;L;3;visual_cluster_and_ocr;0
38233_Screenshot_20260728_194145_Hero_Wars__R2.png;octavia__appearance_01;46;octavia;Octavia;0.9833286783828751;HIGH;38233;R;2;visual_cluster_and_ocr;0
38234_Screenshot_20260728_193950_Hero_Wars__L4.png;octavia__appearance_01;46;octavia;Octavia;0.9997900278385705;HIGH;38234;L;4;visual_cluster_and_ocr;0
38234_Screenshot_20260728_193950_Hero_Wars__R2.png;octavia__appearance_01;46;octavia;Octavia;0.9833286783828751;HIGH;38234;R;2;visual_cluster_and_ocr;0
2810_Screenshot_20250709-175224__R4.png;tempus__appearance_01;51;tempus;Tempus;0.9999495807140754;HIGH;2810;R;4;visual_cluster_and_ocr;0
38226_Screenshot_2026-07-28-03-54-24-668_com.nexters.herowars__L5.png;tempus__appearance_01;51;tempus;Tempus;0.9999631589370589;HIGH;38226;L;5;visual_cluster_and_ocr;0
38227_Screenshot_2026-07-28-03-54-03-254_com.nexters.herowars__L4.png;tempus__appearance_01;51;tempus;Tempus;0.9999637916131051;HIGH;38227;L;4;visual_cluster_and_ocr;0
38228_Screenshot_2026-07-27-01-27-44-005_com.nexters.herowars__L4.png;tempus__appearance_01;51;tempus;Tempus;0.999969923699353;HIGH;38228;L;4;visual_cluster_and_ocr;0
38230_Screenshot_2026-07-24-23-36-30-805_com.nexters.herowars__R5.png;tempus__appearance_01;51;tempus;Tempus;0.9999787811423465;HIGH;38230;R;5;visual_cluster_and_ocr;0
38232_Screenshot_2026-07-24-23-30-48-292_com.nexters.herowars__R4.png;tempus__appearance_01;51;tempus;Tempus;0.9999533767805878;HIGH;38232;R;4;visual_cluster_and_ocr;0
38234_Screenshot_20260728_193950_Hero_Wars__R3.png;tempus__appearance_01;51;tempus;Tempus;0.9999342504125163;HIGH;38234;R;3;visual_cluster_and_ocr;0
2801_Screenshot_20250708-120939__L3.png;celeste__appearance_01;24;celeste;Céleste;0.9993695450672674;HIGH;2801;L;3;visual_cluster_and_ocr;0
2801_Screenshot_20250708-120939__R4.png;celeste__appearance_01;24;celeste;Céleste;0.9998008872629848;HIGH;2801;R;4;visual_cluster_and_ocr;0
2802_Screenshot_20250708-120933__L2.png;celeste__appearance_01;24;celeste;Céleste;0.9994074003193268;HIGH;2802;L;2;visual_cluster_and_ocr;0
2805_Screenshot_20250709-125031__R4.png;celeste__appearance_01;24;celeste;Céleste;0.9998016082192743;HIGH;2805;R;4;visual_cluster_and_ocr;0
2807_Screenshot_20250709-124710__L3.png;celeste__appearance_01;24;celeste;Céleste;0.9983804575570262;HIGH;2807;L;3;visual_cluster_and_ocr;0
2808_Screenshot_20250709-124612__L4.png;celeste__appearance_01;24;celeste;Céleste;0.9993489948794073;HIGH;2808;L;4;visual_cluster_and_ocr;0
2803_Screenshot_20250709-140336__R4.png;julius__appearance_01;53;julius;Julius;0.9999981019870372;HIGH;2803;R;4;visual_cluster_and_ocr;0
38226_Screenshot_2026-07-28-03-54-24-668_com.nexters.herowars__L4.png;julius__appearance_01;53;julius;Julius;0.9999993673291024;HIGH;38226;L;4;visual_cluster_and_ocr;0
38227_Screenshot_2026-07-28-03-54-03-254_com.nexters.herowars__R4.png;julius__appearance_01;53;julius;Julius;0.6948556232051449;MEDIUM;38227;R;4;visual_cluster_and_ocr;0
38231_Screenshot_2026-07-24-23-35-05-086_com.nexters.herowars__R3.png;julius__appearance_01;53;julius;Julius;0.9999985886571049;HIGH;38231;R;3;visual_cluster_and_ocr;0
38233_Screenshot_20260728_194145_Hero_Wars__L3.png;julius__appearance_01;53;julius;Julius;0.9999973233148184;HIGH;38233;L;3;visual_cluster_and_ocr;0
38233_Screenshot_20260728_194145_Hero_Wars__R4.png;julius__appearance_01;53;julius;Julius;0.9999977126509446;HIGH;38233;R;4;visual_cluster_and_ocr;0
2801_Screenshot_20250708-120939__R3.png;galaad__appearance_01;23;galaad;Galaad;0.9999871032293127;HIGH;2801;R;3;visual_cluster_and_ocr;0
2802_Screenshot_20250708-120933__R2.png;galaad__appearance_01;23;galaad;Galaad;0.9999920186067003;HIGH;2802;R;2;visual_cluster_and_ocr;0
2806_Screenshot_20250709-124954__L2.png;galaad__appearance_01;23;galaad;Galaad;0.6155819658628058;MEDIUM;2806;L;2;visual_cluster_and_ocr;0
2806_Screenshot_20250709-124954__R2.png;galaad__appearance_01;23;galaad;Galaad;0.9999920186067003;HIGH;2806;R;2;visual_cluster_and_ocr;0
2809_Screenshot_20250709-175158__L4.png;galaad__appearance_01;23;galaad;Galaad;0.9524348905436844;HIGH;2809;L;4;visual_cluster_and_ocr;0
2801_Screenshot_20250708-120939__L1.png;keira__appearance_01;40;keira;Keira;0.9999951486052463;HIGH;2801;L;1;visual_cluster_and_ocr;0
2801_Screenshot_20250708-120939__R2.png;keira__appearance_01;40;keira;Keira;0.9999916300095111;HIGH;2801;R;2;visual_cluster_and_ocr;0
2802_Screenshot_20250708-120933__L1.png;keira__appearance_01;40;keira;Keira;0.9999951486052463;HIGH;2802;L;1;visual_cluster_and_ocr;0
2807_Screenshot_20250709-124710__L1.png;keira__appearance_01;40;keira;Keira;0.9999951486052463;HIGH;2807;L;1;visual_cluster_and_ocr;0
2808_Screenshot_20250709-124612__L1.png;keira__appearance_01;40;keira;Keira;0.9999951486052463;HIGH;2808;L;1;visual_cluster_and_ocr;0
2801_Screenshot_20250708-120939__R5.png;astaroth__appearance_01;1;astaroth;Astaroth;0.9999790950726293;HIGH;2801;R;5;visual_cluster_and_ocr;0
2802_Screenshot_20250708-120933__R4.png;astaroth__appearance_01;1;astaroth;Astaroth;0.9761962442488433;HIGH;2802;R;4;visual_cluster_and_ocr;0
2808_Screenshot_20250709-124612__R4.png;astaroth__appearance_01;1;astaroth;Astaroth;0.9761962442488433;HIGH;2808;R;4;visual_cluster_and_ocr;0
2809_Screenshot_20250709-175158__R4.png;astaroth__appearance_01;1;astaroth;Astaroth;0.9761962442488433;HIGH;2809;R;4;visual_cluster_and_ocr;0
2801_Screenshot_20250708-120939__L4.png;andvari__appearance_01;5;andvari;Andvari;0.9999782825094796;HIGH;2801;L;4;visual_cluster_and_ocr;0
2802_Screenshot_20250708-120933__L3.png;andvari__appearance_01;5;andvari;Andvari;0.9999799496251441;HIGH;2802;L;3;visual_cluster_and_ocr;0
2807_Screenshot_20250709-124710__L4.png;andvari__appearance_01;5;andvari;Andvari;0.9999782825094796;HIGH;2807;L;4;visual_cluster_and_ocr;0
2808_Screenshot_20250709-124612__L3.png;andvari__appearance_01;5;andvari;Andvari;0.7061800784590305;MEDIUM;2808;L;3;visual_cluster_and_ocr;0
2802_Screenshot_20250708-120933__R1.png;satori__appearance_01;25;satori;Satori;0.999993965289313;HIGH;2802;R;1;visual_cluster_and_ocr;0
38227_Screenshot_2026-07-28-03-54-03-254_com.nexters.herowars__R2.png;satori__appearance_01;25;satori;Satori;0.999991580602995;HIGH;38227;R;2;visual_cluster_and_ocr;0
38231_Screenshot_2026-07-24-23-35-05-086_com.nexters.herowars__L1.png;satori__appearance_01;25;satori;Satori;0.6987859294258053;MEDIUM;38231;L;1;visual_cluster_and_ocr;0
38233_Screenshot_20260728_194145_Hero_Wars__L1.png;satori__appearance_01;25;satori;Satori;0.8809802046210766;HIGH;38233;L;1;visual_cluster_and_ocr;0
2808_Screenshot_20250709-124612__R2.png;yasmine__appearance_01;33;yasmine;Yasmine;0.9995795485708842;HIGH;2808;R;2;visual_cluster_and_ocr;0
38226_Screenshot_2026-07-28-03-54-24-668_com.nexters.herowars__R2.png;yasmine__appearance_01;33;yasmine;Yasmine;0.716179070112916;MEDIUM;38226;R;2;visual_cluster_and_ocr;0
38228_Screenshot_2026-07-27-01-27-44-005_com.nexters.herowars__R2.png;yasmine__appearance_01;33;yasmine;Yasmine;0.9999956294799149;HIGH;38228;R;2;visual_cluster_and_ocr;0
38229_Screenshot_2026-07-26-00-58-59-791_com.nexters.herowars__R2.png;yasmine__appearance_01;33;yasmine;Yasmine;0.716179070112916;MEDIUM;38229;R;2;visual_cluster_and_ocr;0
2804_Screenshot_20250709-140324__R1.png;dante__appearance_01;38;dante;Dante;0.9999723310190344;HIGH;2804;R;1;visual_cluster_and_ocr;0
2807_Screenshot_20250709-124710__R2.png;dante__appearance_01;38;dante;Dante;0.997455448440831;HIGH;2807;R;2;visual_cluster_and_ocr;0
2810_Screenshot_20250709-175224__R3.png;dante__appearance_01;38;dante;Dante;0.9999809675892679;HIGH;2810;R;3;visual_cluster_and_ocr;0
38232_Screenshot_2026-07-24-23-30-48-292_com.nexters.herowars__L4.png;dante__appearance_01;38;dante;Dante;0.9999865653615687;HIGH;38232;L;4;visual_cluster_and_ocr;0
2809_Screenshot_20250709-175158__R1.png;xesha__appearance_01;45;xesha;Xe'Sha;0.7986422592543619;MEDIUM;2809;R;1;visual_cluster_and_ocr;0
2810_Screenshot_20250709-175224__L4.png;xesha__appearance_01;45;xesha;Xe'Sha;0.999769166484732;HIGH;2810;L;4;visual_cluster_and_ocr;0
38227_Screenshot_2026-07-28-03-54-03-254_com.nexters.herowars__L2.png;xesha__appearance_01;45;xesha;Xe'Sha;0.9996996172058181;HIGH;38227;L;2;visual_cluster_and_ocr;0
38235_Screenshot_20260728_193758_Hero_Wars__L1.png;xesha__appearance_01;45;xesha;Xe'Sha;0.9756322341683773;HIGH;38235;L;1;visual_cluster_and_ocr;0
2803_Screenshot_20250709-140336__L3.png;astaroth__appearance_02;2;astaroth;Astaroth;0.9999926242902437;HIGH;2803;L;3;visual_cluster_and_ocr;0
2804_Screenshot_20250709-140324__L3.png;astaroth__appearance_02;2;astaroth;Astaroth;0.9999926242902437;HIGH;2804;L;3;visual_cluster_and_ocr;0
2810_Screenshot_20250709-175224__L1.png;astaroth__appearance_02;2;astaroth;Astaroth;0.9888262360824831;HIGH;2810;L;1;visual_cluster_and_ocr;0
2808_Screenshot_20250709-124612__R5.png;fafnir__appearance_01;7;fafnir;Fafnir;0.9999954253007136;HIGH;2808;R;5;visual_cluster_and_ocr;0
2809_Screenshot_20250709-175158__L5.png;fafnir__appearance_01;7;fafnir;Fafnir;0.9999920186067003;HIGH;2809;L;5;visual_cluster_and_ocr;0
38230_Screenshot_2026-07-24-23-36-30-805_com.nexters.herowars__L5.png;fafnir__appearance_01;7;fafnir;Fafnir;0.999989731253542;HIGH;38230;L;5;visual_cluster_and_ocr;0
2805_Screenshot_20250709-125031__L2.png;ishmael__appearance_01;8;ishmael;Ishmaël;0.9997177959261265;HIGH;2805;L;2;visual_cluster_and_ocr;0
2808_Screenshot_20250709-124612__R1.png;ishmael__appearance_01;8;ishmael;Ishmaël;0.999852254978525;HIGH;2808;R;1;visual_cluster_and_ocr;0
2809_Screenshot_20250709-175158__L2.png;ishmael__appearance_01;8;ishmael;Ishmaël;0.9997177959261265;HIGH;2809;L;2;visual_cluster_and_ocr;0
2805_Screenshot_20250709-125031__R2.png;jhu__appearance_01;10;jhu;Jhu;0.9999841013228722;HIGH;2805;R;2;visual_cluster_and_ocr;0
2806_Screenshot_20250709-124954__L1.png;jhu__appearance_01;10;jhu;Jhu;0.9999794900245863;HIGH;2806;L;1;visual_cluster_and_ocr;0
2808_Screenshot_20250709-124612__L2.png;jhu__appearance_01;10;jhu;Jhu;0.9999737775246902;HIGH;2808;L;2;visual_cluster_and_ocr;0
2806_Screenshot_20250709-124954__L5.png;nebula__appearance_01;29;nebula;Nébula;0.9999230081578013;HIGH;2806;L;5;visual_cluster_and_ocr;0
2807_Screenshot_20250709-124710__R5.png;nebula__appearance_01;29;nebula;Nébula;0.9999145399471803;HIGH;2807;R;5;visual_cluster_and_ocr;0
38229_Screenshot_2026-07-26-00-58-59-791_com.nexters.herowars__L5.png;nebula__appearance_01;29;nebula;Nébula;0.9998905465962237;HIGH;38229;L;5;visual_cluster_and_ocr;0
38226_Screenshot_2026-07-28-03-54-24-668_com.nexters.herowars__R1.png;leonel__appearance_01;3;leonel;Leonel;0.9939908188186171;HIGH;38226;R;1;visual_cluster_and_ocr;0
38229_Screenshot_2026-07-26-00-58-59-791_com.nexters.herowars__R1.png;leonel__appearance_01;3;leonel;Leonel;0.9939908188186171;HIGH;38229;R;1;visual_cluster_and_ocr;0
